,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,accuracy,max_iter,prec_score,cohen_kappa_score,imb_sens,avg_prec_score,kernel,rec_score,confusion_matrix,X,imb_sens_micro,hinge_loss,imb_report_0.3,y,imb_report_0.1,imb_spec,roc_curve,hamming_loss,zero_one_loss,fbeta_score,probability,roc_auc_score,bal_report,imb_sens_spec_supp_micro,imb_sens_spec_supp,gamma,imb_spec_micro,pr_curve,C,log_loss,matthews_corrcoef,f1_score
47,HOS,2,5,0.7215090351352048,0.8385753506070102,0.607550482879719,0.7288428324697754,0.6654388137240225,0.31804221371009367,0.6484284051222352,692,422,157,447,579,1139,0.4856156501726122,0.8150765606595995,0.7288428324697754,0.607550482879719,0.5828729281767956,0.6961770623742454,1.85716328005162,2.2405842648876257,0.392449517120281,0.607550482879719,0.6484284051222352,-1,0.6484284051222352,0.2995149058771589,[0.72884283 0.60755048],0.7553864211093043,rbf,0.6484284051222352,"[[422 157]
 [447 692]]","[[-1.02528033e+00 -6.92800833e-01 -3.01916662e-01 ...  3.37515289e-01
  -4.47525395e-01 -7.04338495e-01]
 [-1.54538022e+00  7.31475994e-01  3.90202353e-01 ...  8.20330425e-01
  -1.65020860e-03 -4.05466412e-01]
 [-3.75155472e-01 -6.85459200e-01 -4.40340465e-01 ... -8.69522553e-01
  -7.31264150e-01 -5.38298449e-01]
 ...
 [-3.27917133e-02 -4.40491380e-01 -2.66864346e-01 ...  1.60378666e+00
  -4.34394640e-01  2.76233244e-01]
 [ 9.44597459e-01 -5.92036964e-01  7.50575329e-02 ...  1.06604920e+00
  -4.28946843e-01 -7.85697705e-01]
 [-6.05045711e-01 -1.29477785e-01 -3.59988043e-01 ...  3.75805874e-01
   1.72919632e+00  7.31874430e-01]]",0.6484284051222352,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.61      0.58      0.67      0.46       579
          1       0.82      0.61      0.73      0.70      0.67      0.43      1139

avg / total       0.70      0.65      0.69      0.66      0.67      0.44      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.61      0.58      0.67      0.45       579
          1       0.82      0.61      0.73      0.70      0.67      0.44      1139

avg / total       0.70      0.65      0.69      0.66      0.67      0.44      1718
",[0.60755048 0.72884283],"(array([0.        , 0.27115717, 1.        ]), array([0.        , 0.60755048, 1.        ]), array([2, 1, 0]))",0.35157159487776485,0.3515715948777648,0.6484284051222352,True,0.6681966576747473,"              precision    recall  f1-score   support

           0       0.49      0.73      0.58       579
           1       0.82      0.61      0.70      1139

    accuracy                           0.65      1718
   macro avg       0.65      0.67      0.64      1718
weighted avg       0.70      0.65      0.66      1718
","(0.6484284051222352, 0.6484284051222352, None)","(array([0.72884283, 0.60755048]), array([0.60755048, 0.72884283]), array([ 579, 1139], dtype=int32))",0.01,0.6484284051222352,,0.1,12.142925773761695,0.31804221371009367,0.6484284051222352
56,HOS,2,6,0.7241232120409838,0.8374984155743243,0.6128182616330115,0.7288428324697754,0.6683174377478176,0.32300423459188793,0.6519208381839348,698,422,157,441,579,1139,0.48899188876013905,0.816374269005848,0.7288428324697754,0.6128182616330115,0.5852981969486823,0.7001003009027081,1.8824308076713703,2.260011296086074,0.38718173836698855,0.6128182616330115,0.6519208381839348,-1,0.6519208381839348,0.30489674574188674,[0.72884283 0.61281826],0.7569828904090086,rbf,0.6519208381839348,"[[422 157]
 [441 698]]","[[-1.0169533  -0.70342003 -0.29222788 ...  0.33356987 -0.43773755
  -0.69556711]
 [-1.53737146  0.74510551  0.34374463 ...  0.8091505   0.01434935
  -0.39556019]
 [-1.14705784  0.14030876 -0.32614641 ... -0.20995086  2.68577191
   1.27114494]
 ...
 [ 0.67440573  0.34065639 -0.41942238 ... -0.74967636 -0.45025152
  -1.04929937]
 [-0.13073241  0.02387272  0.14392053 ...  0.02242537 -0.24931903
   1.01703888]
 [-2.86732782 -0.32272586 -0.33403712 ...  0.26562978 -0.38693427
  -0.86733047]]",0.6519208381839348,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.61      0.59      0.67      0.46       579
          1       0.82      0.61      0.73      0.70      0.67      0.43      1139

avg / total       0.71      0.65      0.69      0.66      0.67      0.44      1718
",[1 1 0 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.61      0.59      0.67      0.45       579
          1       0.82      0.61      0.73      0.70      0.67      0.44      1139

avg / total       0.71      0.65      0.69      0.66      0.67      0.44      1718
",[0.61281826 0.72884283],"(array([0.        , 0.27115717, 1.        ]), array([0.        , 0.61281826, 1.        ]), array([2, 1, 0]))",0.3480791618160652,0.34807916181606524,0.6519208381839348,True,0.6708305470513936,"              precision    recall  f1-score   support

           0       0.49      0.73      0.59       579
           1       0.82      0.61      0.70      1139

    accuracy                           0.65      1718
   macro avg       0.65      0.67      0.64      1718
weighted avg       0.71      0.65      0.66      1718
","(0.6519208381839348, 0.6519208381839348, None)","(array([0.72884283, 0.61281826]), array([0.61281826, 0.72884283]), array([ 579, 1139], dtype=int32))",0.01,0.6519208381839348,,0.1,12.02230140916946,0.32300423459188793,0.6519208381839348
65,HOS,2,7,0.7200563776666804,0.836987392140635,0.6215978928884986,0.7271157167530224,0.6722898165373243,0.3296790104211326,0.6571594877764843,708,421,158,431,579,1139,0.49413145539906106,0.8175519630484989,0.7271157167530224,0.6215978928884986,0.5883997204751923,0.7062344139650872,1.9215424626025348,2.2778808859648145,0.37840210711150135,0.6215978928884986,0.6571594877764843,-1,0.6571594877764843,0.31249278115449897,[0.72711572 0.62159789],0.7590616858232275,rbf,0.6571594877764843,"[[421 158]
 [431 708]]","[[-1.53426946  0.74283375  0.38469584 ...  0.80492144  0.00408052
  -0.4013139 ]
 [-0.36098746 -0.6755221  -0.44382188 ... -0.85307113 -0.72687078
  -0.53442811]
 [ 0.9426592  -0.74166305 -0.11241479 ... -0.58237846  0.09883347
  -0.46787101]
 ...
 [ 1.69713224 -0.49343185 -0.33050768 ... -0.59823127  1.40104712
  -0.77445287]
 [ 1.77116068 -0.57162086 -0.28478038 ...  0.97633023 -0.96348592
   0.041488  ]
 [-0.01840884 -0.73840726 -0.27725609 ... -0.58160733 -0.69034051
   0.81984155]]",0.6571594877764843,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.62      0.59      0.67      0.47       579
          1       0.82      0.62      0.73      0.71      0.67      0.44      1139

avg / total       0.71      0.66      0.69      0.67      0.67      0.45      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.62      0.59      0.67      0.46       579
          1       0.82      0.62      0.73      0.71      0.67      0.45      1139

avg / total       0.71      0.66      0.69      0.67      0.67      0.45      1718
",[0.62159789 0.72711572],"(array([0.        , 0.27288428, 1.        ]), array([0.        , 0.62159789, 1.        ]), array([2, 1, 0]))",0.3428405122235157,0.34284051222351575,0.6571594877764844,True,0.6743568048207605,"              precision    recall  f1-score   support

           0       0.49      0.73      0.59       579
           1       0.82      0.62      0.71      1139

    accuracy                           0.66      1718
   macro avg       0.66      0.67      0.65      1718
weighted avg       0.71      0.66      0.67      1718
","(0.6571594877764843, 0.6571594877764843, None)","(array([0.72711572, 0.62159789]), array([0.62159789, 0.72711572]), array([ 579, 1139], dtype=int32))",0.01,0.6571594877764843,,0.1,11.841365327704517,0.3296790104211326,0.6571594877764843
74,HOS,2,8,0.7228115745563557,0.8392891180744828,0.6286215978928885,0.7253886010362695,0.6752739751217329,0.33473344267431643,0.6612339930151339,716,420,159,423,579,1139,0.498220640569395,0.8182857142857143,0.7253886010362695,0.6286215978928885,0.5907172995780591,0.7110228401191658,1.9532331361236666,2.2891314791193866,0.3713784021071115,0.6286215978928885,0.6612339930151339,-1,0.6612339930151339,0.3183292632543452,[0.7253886 0.6286216],0.7606086040970348,rbf,0.6612339930151339,"[[420 159]
 [423 716]]","[[-1.00263398 -0.69005573 -0.30197742 ...  0.34170853 -0.44585061
  -0.7267219 ]
 [-1.52029293  0.74527155  0.37994897 ...  0.83644179  0.00958728
  -0.41578058]
 [-0.35556029 -0.68265714 -0.4383627  ... -0.89512462 -0.73567471
  -0.55397672]
 ...
 [-0.68356054 -0.35086936 -0.34257942 ...  0.35815879  2.01503507
   0.11079593]
 [ 0.07376303 -0.42683764  0.05219029 ...  0.40948908 -0.40718101
  -0.39626601]
 [ 0.41627254 -0.00486037  0.16493725 ...  0.5433147  -0.92938727
   0.84314584]]",0.6612339930151339,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.50      0.73      0.63      0.59      0.68      0.47       579
          1       0.82      0.63      0.73      0.71      0.68      0.44      1139

avg / total       0.71      0.66      0.69      0.67      0.68      0.45      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.50      0.73      0.63      0.59      0.68      0.46       579
          1       0.82      0.63      0.73      0.71      0.68      0.45      1139

avg / total       0.71      0.66      0.69      0.67      0.68      0.45      1718
",[0.6286216 0.7253886],"(array([0.       , 0.2746114, 1.       ]), array([0.       , 0.6286216, 1.       ]), array([2, 1, 0]))",0.33876600698486614,0.33876600698486614,0.661233993015134,True,0.677005099464579,"              precision    recall  f1-score   support

           0       0.50      0.73      0.59       579
           1       0.82      0.63      0.71      1139

    accuracy                           0.66      1718
   macro avg       0.66      0.68      0.65      1718
weighted avg       0.71      0.66      0.67      1718
","(0.6612339930151339, 0.6612339930151339, None)","(array([0.7253886, 0.6286216]), array([0.6286216, 0.7253886]), array([ 579, 1139], dtype=int32))",0.01,0.6612339930151339,,0.1,11.700637367770325,0.33473344267431643,0.6612339930151339
83,HOS,2,9,0.7228403850907001,0.8376547236080445,0.6128182616330115,0.7253886010362695,0.666731866266679,0.31973602612571633,0.6507566938300349,698,420,159,441,579,1139,0.4878048780487805,0.8144690781796966,0.7253886010362695,0.6128182616330115,0.5833333333333334,0.6993987975951904,1.8735093346492313,2.2315834810409663,0.38718173836698855,0.6128182616330115,0.6507566938300349,-1,0.6507566938300349,0.3020430880733871,[0.7253886  0.61281826],0.7558153546788473,rbf,0.6507566938300349,"[[420 159]
 [441 698]]","[[-1.02758952 -0.69194418 -0.29846972 ...  0.34987532 -0.43816208
  -0.72060548]
 [-1.55273352  0.7264749   0.39224665 ...  0.83337659  0.01264057
  -0.40625804]
 [-0.37115952 -0.68463274 -0.436613   ... -0.85887788 -0.7250365
  -0.54596801]
 ...
 [-1.06402689  0.113894   -0.27700683 ...  1.04059143  0.35812311
   2.66921114]
 [ 0.11191727 -0.08769485 -0.26234484 ... -5.14131776 -0.60540944
  -1.55886531]
 [ 1.51286867  1.04922952 -0.06500239 ... -0.16994703 -0.86784464
  -0.72833603]]",0.6507566938300349,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.61      0.58      0.67      0.46       579
          1       0.81      0.61      0.73      0.70      0.67      0.43      1139

avg / total       0.70      0.65      0.69      0.66      0.67      0.44      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.73      0.61      0.58      0.67      0.45       579
          1       0.81      0.61      0.73      0.70      0.67      0.44      1139

avg / total       0.70      0.65      0.69      0.66      0.67      0.44      1718
",[0.61281826 0.7253886 ],"(array([0.       , 0.2746114, 1.       ]), array([0.        , 0.61281826, 1.        ]), array([2, 1, 0]))",0.3492433061699651,0.34924330616996513,0.6507566938300349,True,0.6691034313346406,"              precision    recall  f1-score   support

           0       0.49      0.73      0.58       579
           1       0.81      0.61      0.70      1139

    accuracy                           0.65      1718
   macro avg       0.65      0.67      0.64      1718
weighted avg       0.70      0.65      0.66      1718
","(0.6507566938300349, 0.6507566938300349, None)","(array([0.7253886 , 0.61281826]), array([0.61281826, 0.7253886 ]), array([ 579, 1139], dtype=int32))",0.01,0.6507566938300349,,0.1,12.062510461547038,0.31973602612571633,0.6507566938300349
3,HOS,3,0,0.8992836791355626,0.9384991689714739,0.8428446005267779,0.7996545768566494,0.8209656158391484,0.6277692952587206,0.8282887077997672,960,463,116,179,579,1139,0.721183800623053,0.8921933085501859,0.7996545768566494,0.8428446005267779,0.7583947583947583,0.8668171557562077,5.088304821450971,4.206957100905211,0.1571553994732221,0.8428446005267779,0.8282887077997672,-1,0.8282887077997672,0.6257611268886949,[0.79965458 0.8428446 ],0.8561712324116852,rbf,0.8282887077997672,"[[463 116]
 [179 960]]","[[-9.94483190e-01 -6.98989125e-01 -2.98807083e-01 ...  3.24658822e-01
  -4.47479648e-01 -7.19510363e-01]
 [-1.51091896e+00  7.27701180e-01  3.68277304e-01 ...  7.94530735e-01
   1.79067172e-03 -4.11532260e-01]
 [-3.48938483e-01 -6.91635052e-01 -4.32223960e-01 ... -8.50020959e-01
  -7.33378942e-01 -5.48411417e-01]
 ...
 [ 9.95166351e-01 -6.01680931e-01  1.24947172e-01 ...  1.18633367e+00
  -5.97236421e-01 -8.29567147e-01]
 [ 1.20973154e-01 -6.28992413e-01 -1.58980007e-01 ... -4.37899516e-01
  -6.85975298e-01 -8.53690623e-01]
 [-5.77241542e-01 -6.53730827e-02  6.99325257e-01 ...  3.20124042e-02
  -9.03391019e-01  2.04665604e+00]]",0.8282887077997672,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.80      0.84      0.76      0.82      0.67       579
          1       0.89      0.84      0.80      0.87      0.82      0.68      1139

avg / total       0.83      0.83      0.81      0.83      0.82      0.68      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.80      0.84      0.76      0.82      0.67       579
          1       0.89      0.84      0.80      0.87      0.82      0.68      1139

avg / total       0.83      0.83      0.81      0.83      0.82      0.67      1718
",[0.8428446  0.79965458],"(array([0.        , 0.20034542, 1.        ]), array([0.       , 0.8428446, 1.       ]), array([2, 1, 0]))",0.17171129220023282,0.17171129220023285,0.8282887077997672,True,0.8212495886917137,"              precision    recall  f1-score   support

           0       0.72      0.80      0.76       579
           1       0.89      0.84      0.87      1139

    accuracy                           0.83      1718
   macro avg       0.81      0.82      0.81      1718
weighted avg       0.83      0.83      0.83      1718
","(0.8282887077997672, 0.8282887077997672, None)","(array([0.79965458, 0.8428446 ]), array([0.8428446 , 0.79965458]), array([ 579, 1139], dtype=int32))",0.1,0.8282887077997672,,1.0,5.9307519149013705,0.6277692952587206,0.8282887077997672
12,HOS,3,1,0.901095710111436,0.9375353189725621,0.8463564530289728,0.8065630397236615,0.8262202088092403,0.6379507153538265,0.8329452852153667,964,467,112,175,579,1139,0.7274143302180686,0.895910780669145,0.8065630397236615,0.8463564530289728,0.7649467649467651,0.8704288939051918,5.249573155687146,4.375360591997993,0.15364354697102722,0.8463564530289728,0.8329452852153667,-1,0.8329452852153667,0.6359099776849337,[0.80656304 0.84635645],0.8601225015237953,rbf,0.8329452852153667,"[[467 112]
 [175 964]]","[[-1.0087702  -0.69190201 -0.28940367 ...  0.33266093 -0.44266478
  -0.72648078]
 [-1.52874239  0.74744875  0.35784334 ...  0.81518088  0.01116028
  -0.41622984]
 [-0.35880496 -0.68448268 -0.41885308 ... -0.87363895 -0.73146254
  -0.55411915]
 ...
 [-0.56679485  0.57977182 -0.41885308 ...  2.17313095  3.24568808
   0.76272005]
 [-0.4152793  -0.41160809 -0.28041912 ... -0.10129483 -0.26366922
   0.27955907]
 [-0.44969209  1.24840463 -0.05274579 ...  1.46666872 -1.04474621
   3.05917454]]",0.8329452852153667,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.81      0.85      0.76      0.83      0.67       579
          1       0.90      0.85      0.81      0.87      0.83      0.69      1139

avg / total       0.84      0.83      0.82      0.83      0.83      0.69      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.81      0.85      0.76      0.83      0.68       579
          1       0.90      0.85      0.81      0.87      0.83      0.69      1139

avg / total       0.84      0.83      0.82      0.83      0.83      0.68      1718
",[0.84635645 0.80656304],"(array([0.        , 0.19343696, 1.        ]), array([0.        , 0.84635645, 1.        ]), array([2, 1, 0]))",0.1670547147846333,0.1670547147846333,0.8329452852153667,True,0.8264597463763171,"              precision    recall  f1-score   support

           0       0.73      0.81      0.76       579
           1       0.90      0.85      0.87      1139

    accuracy                           0.83      1718
   macro avg       0.81      0.83      0.82      1718
weighted avg       0.84      0.83      0.83      1718
","(0.8329452852153667, 0.8329452852153667, None)","(array([0.80656304, 0.84635645]), array([0.84635645, 0.80656304]), array([ 579, 1139], dtype=int32))",0.1,0.8329452852153667,,1.0,5.76991756708472,0.6379507153538265,0.8329452852153667
21,HOS,3,2,0.9026363155269068,0.9382490583936767,0.8410886742756805,0.8031088082901554,0.8218793846203276,0.6286465196825596,0.8282887077997672,958,465,114,181,579,1139,0.7198142414860681,0.8936567164179104,0.8031088082901554,0.8410886742756805,0.7591836734693878,0.8665762098597919,5.053817307417057,4.271845108821219,0.15891132572431954,0.8410886742756805,0.8282887077997672,-1,0.8282887077997672,0.6263791189267531,[0.80310881 0.84108867],0.8569996068974375,rbf,0.8282887077997672,"[[465 114]
 [181 958]]","[[-0.99922483 -0.68053585 -0.30480009 ...  0.34712167 -0.43834454
  -0.72913163]
 [-1.5210773   0.71202395  0.3855417  ...  0.82029603  0.01504187
  -0.41787436]
 [-0.34690926 -0.67335771 -0.44286845 ... -0.83581424 -0.72686317
  -0.55621093]
 ...
 [ 0.39167336  0.0356068  -0.01167862 ...  0.90209464 -0.96984628
   0.24741925]
 [-0.47737237  1.17319708  1.47811137 ... -0.23805344  0.1686999
   2.26557986]
 [ 2.35935862 -0.13640945  0.39529555 ...  1.74843725 -0.76690565
  -0.97861159]]",0.8282887077997672,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.80      0.84      0.76      0.82      0.67       579
          1       0.89      0.84      0.80      0.87      0.82      0.68      1139

avg / total       0.84      0.83      0.82      0.83      0.82      0.68      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.80      0.84      0.76      0.82      0.67       579
          1       0.89      0.84      0.80      0.87      0.82      0.68      1139

avg / total       0.84      0.83      0.82      0.83      0.82      0.68      1718
",[0.84108867 0.80310881],"(array([0.        , 0.19689119, 1.        ]), array([0.        , 0.84108867, 1.        ]), array([2, 1, 0]))",0.17171129220023282,0.17171129220023285,0.8282887077997672,True,0.8220987412829179,"              precision    recall  f1-score   support

           0       0.72      0.80      0.76       579
           1       0.89      0.84      0.87      1139

    accuracy                           0.83      1718
   macro avg       0.81      0.82      0.81      1718
weighted avg       0.84      0.83      0.83      1718
","(0.8282887077997672, 0.8282887077997672, None)","(array([0.80310881, 0.84108867]), array([0.84108867, 0.80310881]), array([ 579, 1139], dtype=int32))",0.1,0.8282887077997672,,1.0,5.930750984054536,0.6286465196825596,0.8282887077997672
30,HOS,3,3,0.9045863337988508,0.9399373147389753,0.8446005267778753,0.8117443868739206,0.8280095028214934,0.6403042613934411,0.8335273573923166,962,470,109,177,579,1139,0.7264296754250387,0.8982259570494865,0.8117443868739206,0.8446005267778753,0.7667210440456771,0.8705882352941177,5.2235980601660765,4.486456009214586,0.15539947322212466,0.8446005267778753,0.8335273573923166,-1,0.8335273573923166,0.6379271975369959,[0.81174439 0.84460053],0.8616688918096972,rbf,0.8335273573923166,"[[470 109]
 [177 962]]","[[-1.00365862 -0.69147105 -0.29730021 ...  0.3330814  -0.44158801
  -0.74333112]
 [-0.35844734 -0.68424073 -0.43058642 ... -0.88688904 -0.72340649
  -0.56676629]
 [-1.13270088  0.12555484 -0.3328432  ... -0.22461937  2.61815546
   1.3401339 ]
 ...
 [ 0.18294111 -0.13016738 -0.24605506 ...  0.29663403 -0.555308
   0.6152987 ]
 [-0.73491583  0.07847822 -0.33317588 ... -0.12634632 -0.90785666
  -0.42897606]
 [ 0.03000303 -0.40781601  0.03174588 ...  0.51981588 -0.4113683
  -0.21436104]]",0.8335273573923166,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.81      0.84      0.77      0.83      0.68       579
          1       0.90      0.84      0.81      0.87      0.83      0.69      1139

avg / total       0.84      0.83      0.82      0.84      0.83      0.69      1718
",[1 1 0 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.81      0.84      0.77      0.83      0.68       579
          1       0.90      0.84      0.81      0.87      0.83      0.69      1139

avg / total       0.84      0.83      0.82      0.84      0.83      0.69      1718
",[0.84460053 0.81174439],"(array([0.        , 0.18825561, 1.        ]), array([0.        , 0.84460053, 1.        ]), array([2, 1, 0]))",0.16647264260768335,0.16647264260768335,0.8335273573923166,True,0.828172456825898,"              precision    recall  f1-score   support

           0       0.73      0.81      0.77       579
           1       0.90      0.84      0.87      1139

    accuracy                           0.83      1718
   macro avg       0.81      0.83      0.82      1718
weighted avg       0.84      0.83      0.84      1718
","(0.8335273573923166, 0.8335273573923166, None)","(array([0.81174439, 0.84460053]), array([0.84460053, 0.81174439]), array([ 579, 1139], dtype=int32))",0.1,0.8335273573923166,,1.0,5.7498121100490955,0.6403042613934411,0.8335273573923166
39,HOS,3,4,0.9005217739404168,0.9346660904087845,0.8542581211589113,0.7892918825561313,0.821132754576494,0.6327502976671507,0.8323632130384168,973,457,122,166,579,1139,0.7335473515248796,0.8885844748858448,0.7892918825561313,0.8542581211589113,0.7603993344425956,0.8710832587287376,5.4156834592255025,4.054225017631227,0.1457418788410887,0.8542581211589113,0.8323632130384168,-1,0.8323632130384168,0.6317480920689311,[0.78929188 0.85425812],0.8557044853806499,rbf,0.8323632130384168,"[[457 122]
 [166 973]]","[[-1.02929112 -0.71523989 -0.29236614 ...  0.34731042 -0.43059833
  -0.70742181]
 [-1.555504    0.76129431  0.34020568 ...  0.81523418  0.01842096
  -0.39390216]
 [-0.37152501 -0.70762889 -0.41888051 ... -0.82249896 -0.71633788
  -0.53324423]
 ...
 [-0.96710844 -0.27587623 -0.34154117 ...  0.10018315  0.05363051
   0.51593778]
 [ 1.47022008  1.11179659 -0.18087047 ... -1.06056119 -0.57799544
  -0.68741386]
 [ 0.50988259  0.23613524  0.76866989 ...  0.584618   -0.27684441
  -0.966946  ]]",0.8323632130384168,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.79      0.85      0.76      0.82      0.66       579
          1       0.89      0.85      0.79      0.87      0.82      0.69      1139

avg / total       0.84      0.83      0.81      0.83      0.82      0.68      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.79      0.85      0.76      0.82      0.67       579
          1       0.89      0.85      0.79      0.87      0.82      0.68      1139

avg / total       0.84      0.83      0.81      0.83      0.82      0.68      1718
",[0.85425812 0.78929188],"(array([0.        , 0.21070812, 1.        ]), array([0.        , 0.85425812, 1.        ]), array([2, 1, 0]))",0.16763678696158324,0.16763678696158324,0.8323632130384168,True,0.8217750018575213,"              precision    recall  f1-score   support

           0       0.73      0.79      0.76       579
           1       0.89      0.85      0.87      1139

    accuracy                           0.83      1718
   macro avg       0.81      0.82      0.82      1718
weighted avg       0.84      0.83      0.83      1718
","(0.8323632130384168, 0.8323632130384168, None)","(array([0.78929188, 0.85425812]), array([0.85425812, 0.78929188]), array([ 579, 1139], dtype=int32))",0.1,0.8323632130384168,,1.0,5.790026282084261,0.6327502976671507,0.8323632130384168
48,HOS,3,5,0.9015430315657311,0.93691821191098,0.8446005267778753,0.7996545768566494,0.8218203434166528,0.6298826473097819,0.829452852153667,962,463,116,177,579,1139,0.7234375,0.8923933209647495,0.7996545768566494,0.8446005267778753,0.7596390484003281,0.8678394226432116,5.14579979118488,4.21572159486543,0.15539947322212466,0.8446005267778753,0.829452852153667,-1,0.829452852153667,0.6279906763765573,[0.79965458 0.84460053],0.8567426443000248,rbf,0.829452852153667,"[[463 116]
 [177 962]]","[[-1.02528033e+00 -6.92800833e-01 -3.01916662e-01 ...  3.37515289e-01
  -4.47525395e-01 -7.04338495e-01]
 [-1.54538022e+00  7.31475994e-01  3.90202353e-01 ...  8.20330425e-01
  -1.65020860e-03 -4.05466412e-01]
 [-3.75155472e-01 -6.85459200e-01 -4.40340465e-01 ... -8.69522553e-01
  -7.31264150e-01 -5.38298449e-01]
 ...
 [-3.27917133e-02 -4.40491380e-01 -2.66864346e-01 ...  1.60378666e+00
  -4.34394640e-01  2.76233244e-01]
 [ 9.44597459e-01 -5.92036964e-01  7.50575329e-02 ...  1.06604920e+00
  -4.28946843e-01 -7.85697705e-01]
 [-6.05045711e-01 -1.29477785e-01 -3.59988043e-01 ...  3.75805874e-01
   1.72919632e+00  7.31874430e-01]]",0.829452852153667,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.80      0.84      0.76      0.82      0.67       579
          1       0.89      0.84      0.80      0.87      0.82      0.68      1139

avg / total       0.84      0.83      0.81      0.83      0.82      0.68      1718
",[1 1 1 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.80      0.84      0.76      0.82      0.67       579
          1       0.89      0.84      0.80      0.87      0.82      0.68      1139

avg / total       0.84      0.83      0.81      0.83      0.82      0.68      1718
",[0.84460053 0.79965458],"(array([0.        , 0.20034542, 1.        ]), array([0.        , 0.84460053, 1.        ]), array([2, 1, 0]))",0.17054714784633296,0.17054714784633296,0.829452852153667,True,0.8221275518172624,"              precision    recall  f1-score   support

           0       0.72      0.80      0.76       579
           1       0.89      0.84      0.87      1139

    accuracy                           0.83      1718
   macro avg       0.81      0.82      0.81      1718
weighted avg       0.84      0.83      0.83      1718
","(0.829452852153667, 0.829452852153667, None)","(array([0.79965458, 0.84460053]), array([0.84460053, 0.79965458]), array([ 579, 1139], dtype=int32))",0.1,0.829452852153667,,1.0,5.890543793370625,0.6298826473097819,0.829452852153667
