,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,imb_report_0.1,pr_curve,zero_one_loss,y,bal_report,gamma,imb_spec,imb_sens,max_iter,roc_curve,avg_prec_score,hamming_loss,prec_score,kernel,cohen_kappa_score,roc_auc_score,log_loss,hinge_loss,matthews_corrcoef,imb_report_0.3,f1_score,probability,rec_score,X,confusion_matrix,imb_spec_micro,accuracy,imb_sens_micro,imb_sens_spec_supp,C,imb_sens_spec_supp_micro,fbeta_score
75,HOS,3,8,0.9155282714740834,0.947681898620604,0.8735733099209834,0.8151986183074266,0.8438813632483129,0.6788837746589199,0.8538998835855646,995,472,107,144,579,1139,0.7662337662337663,0.9029038112522686,0.8151986183074266,0.8735733099209834,0.7899581589958159,0.8879964301651049,6.447994626751106,4.72709295742289,0.12642669007901663,0.8735733099209834,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.77      0.82      0.87      0.79      0.84      0.71       579
          1       0.90      0.87      0.82      0.89      0.84      0.72      1139

avg / total       0.86      0.85      0.83      0.85      0.84      0.71      1718
",,0.14610011641443543,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.77      0.82      0.79       579
           1       0.90      0.87      0.89      1139

    accuracy                           0.85      1718
   macro avg       0.83      0.84      0.84      1718
weighted avg       0.86      0.85      0.85      1718
",0.1,[0.87357331 0.81519862],[0.81519862 0.87357331],-1,"(array([0.        , 0.18480138, 1.        ]), array([0.        , 0.87357331, 1.        ]), array([2, 1, 0]))",0.8725710644167066,0.14610011641443538,0.8538998835855646,rbf,0.6781191357351968,0.844385964114205,5.04616905241421,,0.6788837746589199,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.77      0.82      0.87      0.79      0.84      0.70       579
          1       0.90      0.87      0.82      0.89      0.84      0.72      1139

avg / total       0.86      0.85      0.83      0.85      0.84      0.72      1718
",0.8538998835855646,True,0.8538998835855646,"[[-0.99658994 -0.69784352 -0.30224162 ...  0.47328006 -0.43867607
  -0.71269297]
 [-1.51224478  0.74045219  0.3603516  ...  0.02655324  0.01661933
  -0.40557867]
 [-0.35202138 -0.69042963 -0.43476026 ...  0.53709818 -0.72840951
  -0.54207392]
 ...
 [ 0.47227436 -0.30710405 -0.09642838 ... -0.16219948 -0.22278097
  -1.05465336]
 [ 0.15721422 -0.20557303 -0.13878384 ...  0.34882164 -1.07401728
  -0.39191515]
 [-0.73876252  0.91131839 -0.01993494 ... -0.03726488  0.1721303
   0.10239263]]","[[472 107]
 [144 995]]",0.8538998835855646,0.8538998835855646,0.8538998835855646,"(array([0.81519862, 0.87357331]), array([0.87357331, 0.81519862]), array([ 579, 1139], dtype=int32))",1.0,"(0.8538998835855646, 0.8538998835855646, None)",0.8538998835855646
84,HOS,3,9,0.9157815009075317,0.9474428085166346,0.8762071992976295,0.8151986183074266,0.845152588719012,0.6822174081057034,0.8556461001164144,998,472,107,141,579,1139,0.7699836867862969,0.9031674208144796,0.8151986183074266,0.8762071992976295,0.7919463087248322,0.8894830659536542,6.585186001788359,4.74134549900306,0.12379280070237053,0.8762071992976295,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.77      0.82      0.88      0.79      0.85      0.71       579
          1       0.90      0.88      0.82      0.89      0.85      0.72      1139

avg / total       0.86      0.86      0.84      0.86      0.85      0.72      1718
",,0.1443538998835856,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.77      0.82      0.79       579
           1       0.90      0.88      0.89      1139

    accuracy                           0.86      1718
   macro avg       0.84      0.85      0.84      1718
weighted avg       0.86      0.86      0.86      1718
",0.1,[0.8762072  0.81519862],[0.81519862 0.8762072 ],-1,"(array([0.        , 0.18480138, 1.        ]), array([0.       , 0.8762072, 1.       ]), array([2, 1, 0]))",0.8734339732386606,0.14435389988358557,0.8556461001164144,rbf,0.6815669931734034,0.8457029088025281,4.985856870118091,,0.6822174081057034,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.77      0.82      0.88      0.79      0.85      0.70       579
          1       0.90      0.88      0.82      0.89      0.85      0.73      1139

avg / total       0.86      0.86      0.84      0.86      0.85      0.72      1718
",0.8556461001164145,True,0.8556461001164144,"[[-1.00501    -0.68266026 -0.29432993 ...  0.48820984 -0.44310313
  -0.71480985]
 [-1.52266931  0.70737215  0.36986406 ...  0.02652277  0.00983935
  -0.40533941]
 [-0.35793586 -0.67549514 -0.42716873 ...  0.55416514 -0.73133926
  -0.54288183]
 ...
 [-0.13087675 -0.32346041 -0.24503895 ... -0.13026966 -0.68317621
  -0.47184531]
 [-0.61621265  0.86595359  0.94023704 ...  0.62096572 -0.04488686
   1.96763459]
 [ 1.57085374 -0.39750914 -0.25269761 ...  0.15866903 -0.59935839
  -0.13704568]]","[[472 107]
 [141 998]]",0.8556461001164144,0.8556461001164144,0.8556461001164144,"(array([0.81519862, 0.8762072 ]), array([0.8762072 , 0.81519862]), array([ 579, 1139], dtype=int32))",1.0,"(0.8556461001164144, 0.8556461001164144, None)",0.8556461001164144
4,HOS,4,0,0.9348480092678941,0.9590111114008182,0.9947322212467077,0.43523316062176165,0.6579821035754012,0.5689162691259886,0.8061699650756694,1133,252,327,6,579,1139,0.9767441860465116,0.7760273972602739,0.43523316062176165,0.9947322212467077,0.6021505376344085,0.871873797614467,82.62176165803177,1.7613148504643539,0.005267778753292318,0.9947322212467077,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.98      0.44      0.99      0.60      0.66      0.41       579
          1       0.78      0.99      0.44      0.87      0.66      0.46      1139

avg / total       0.84      0.81      0.62      0.78      0.66      0.44      1718
",,0.1938300349243306,[1 1 0 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.98      0.44      0.60       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.81      1718
   macro avg       0.88      0.71      0.74      1718
weighted avg       0.84      0.81      0.78      1718
",1.0,[0.99473222 0.43523316],[0.43523316 0.99473222],-1,"(array([0.        , 0.56476684, 1.        ]), array([0.        , 0.99473222, 1.        ]), array([2, 1, 0]))",0.7754318896867132,0.19383003492433062,0.8061699650756694,rbf,0.4978116260329599,0.7149826909342347,6.694804428326504,,0.5689162691259886,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.98      0.44      0.99      0.60      0.66      0.36       579
          1       0.78      0.99      0.44      0.87      0.66      0.51      1139

avg / total       0.84      0.81      0.62      0.78      0.66      0.46      1718
",0.8061699650756694,True,0.8061699650756694,"[[-1.5116609   0.74329351  0.34788539 ...  0.02073431  0.01253612
  -0.41187893]
 [-0.34428907 -0.69225501 -0.41509015 ...  0.54923783 -0.72716329
  -0.54725926]
 [-1.12253695  0.14080941 -0.32183758 ... -0.11139156  2.68367289
   1.28037514]
 ...
 [-0.60370503 -0.43326853  0.24001826 ...  0.09277531 -0.29502065
  -0.29832691]
 [ 0.29085151  0.46673239  6.46307452 ... -0.31240126  0.11870617
   1.42883182]
 [ 0.48442679 -0.6399856  -0.31342614 ...  0.03410136  2.42212721
  -0.49260597]]","[[ 252  327]
 [   6 1133]]",0.8061699650756694,0.8061699650756694,0.8061699650756694,"(array([0.43523316, 0.99473222]), array([0.99473222, 0.43523316]), array([ 579, 1139], dtype=int32))",1.0,"(0.8061699650756694, 0.8061699650756694, None)",0.8061699650756694
13,HOS,4,1,0.934444661787072,0.9590606094872631,0.9920983318700615,0.4438687392055268,0.6635973445810874,0.569679649187679,0.8073341094295693,1130,257,322,9,579,1139,0.9661654135338346,0.778236914600551,0.4438687392055268,0.9920983318700615,0.6082840236686391,0.8722500964878426,56.174054883899515,1.7839283669340544,0.007901668129938533,0.9920983318700615,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.44      0.99      0.61      0.66      0.42       579
          1       0.78      0.99      0.44      0.87      0.66      0.46      1139

avg / total       0.84      0.81      0.63      0.78      0.66      0.45      1718
",,0.1926658905704307,[1 0 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.97      0.44      0.61       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.81      1718
   macro avg       0.87      0.72      0.74      1718
weighted avg       0.84      0.81      0.78      1718
",1.0,[0.99209833 0.44386874],[0.44386874 0.99209833],-1,"(array([0.        , 0.55613126, 1.        ]), array([0.        , 0.99209833, 1.        ]), array([2, 1, 0]))",0.7773261943674596,0.19266589057043074,0.8073341094295693,rbf,0.5027831162858207,0.7179835355377941,6.654593979678673,,0.569679649187679,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.44      0.99      0.61      0.66      0.37       579
          1       0.78      0.99      0.44      0.87      0.66      0.51      1139

avg / total       0.84      0.81      0.63      0.78      0.66      0.46      1718
",0.8073341094295693,True,0.8073341094295693,"[[-1.02048104 -0.7060082  -0.29989073 ...  0.48580944 -0.44388775
  -0.72478365]
 [-1.15169544  0.15145223 -0.33446145 ... -0.12558586  2.6703407
   1.31155758]
 [ 0.94773491 -0.76671336 -0.11839447 ...  0.282011    0.10246812
  -0.48318384]
 ...
 [-0.31987039  0.26662926  0.64339913 ...  0.21407819 -0.39267344
  -0.01600003]
 [-0.12733907 -0.39553107 -0.02070972 ...  0.01027976 -0.11022157
  -0.3493289 ]
 [-0.86957639  1.54379944 -0.41682095 ...  0.07821257  0.93538191
   1.90880273]]","[[ 257  322]
 [   9 1130]]",0.8073341094295693,0.8073341094295693,0.8073341094295693,"(array([0.44386874, 0.99209833]), array([0.99209833, 0.44386874]), array([ 579, 1139], dtype=int32))",1.0,"(0.8073341094295693, 0.8073341094295693, None)",0.8073341094295693
22,HOS,4,2,0.9370906819150209,0.9614919828142469,0.9938542581211589,0.43350604490500866,0.6563854269025975,0.5654693131657185,0.8050058207217695,1132,251,328,7,579,1139,0.9728682170542635,0.7753424657534247,0.43350604490500866,0.9938542581211589,0.5997610513739546,0.8711042708734128,70.5376264495435,1.754395169061436,0.006145741878841093,0.9938542581211589,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.43      0.99      0.60      0.66      0.41       579
          1       0.78      0.99      0.43      0.87      0.66      0.45      1139

avg / total       0.84      0.81      0.62      0.78      0.66      0.44      1718
",,0.19499417927823048,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.97      0.43      0.60       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.81      1718
   macro avg       0.87      0.71      0.74      1718
weighted avg       0.84      0.81      0.78      1718
",1.0,[0.99385426 0.43350604],[0.43350604 0.99385426],-1,"(array([0.        , 0.56649396, 1.        ]), array([0.        , 0.99385426, 1.        ]), array([2, 1, 0]))",0.7746519163298495,0.1949941792782305,0.8050058207217695,rbf,0.4947954796427675,0.7136801515130837,6.735013015280665,,0.5654693131657185,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.43      0.99      0.60      0.66      0.36       579
          1       0.78      0.99      0.43      0.87      0.66      0.50      1139

avg / total       0.84      0.81      0.62      0.78      0.66      0.45      1718
",0.8050058207217694,True,0.8050058207217695,"[[-1.01403462 -0.69456069 -0.29290584 ...  0.49005039 -0.43759523
  -0.69830516]
 [-1.54158138  0.75762043  0.35462231 ...  0.01129142  0.01439123
  -0.3989909 ]
 [-0.35460116 -0.68707523 -0.42241147 ...  0.55844453 -0.72522297
  -0.53201946]
 ...
 [ 0.43671898 -0.80915203 -0.22507593 ... -0.08074987 -0.68384136
  -0.474616  ]
 [ 2.3508389   0.95660603  4.31163243 ... -0.29556799  0.5246796
  -0.33647748]
 [ 1.50844849 -0.49257368  0.83222918 ... -0.19044014 -0.81487931
  -1.39041261]]","[[ 251  328]
 [   7 1132]]",0.8050058207217695,0.8050058207217695,0.8050058207217695,"(array([0.43350604, 0.99385426]), array([0.99385426, 0.43350604]), array([ 579, 1139], dtype=int32))",1.0,"(0.8050058207217695, 0.8050058207217695, None)",0.8050058207217695
31,HOS,4,3,0.9375910754062664,0.9617924916133426,0.9920983318700615,0.43350604490500866,0.6558053247769853,0.5613604263668674,0.8038416763678696,1130,251,328,9,579,1139,0.9653846153846154,0.7750342935528121,0.43350604490500866,0.9920983318700615,0.5983313468414779,0.870234886407393,54.862598349645054,1.7512955309535536,0.007901668129938533,0.9920983318700615,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.43      0.99      0.60      0.66      0.41       579
          1       0.78      0.99      0.43      0.87      0.66      0.45      1139

avg / total       0.84      0.80      0.62      0.78      0.66      0.44      1718
",,0.19615832363213037,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.97      0.43      0.60       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.80      1718
   macro avg       0.87      0.71      0.73      1718
weighted avg       0.84      0.80      0.78      1718
",1.0,[0.99209833 0.43350604],[0.43350604 0.99209833],-1,"(array([0.        , 0.56649396, 1.        ]), array([0.        , 0.99209833, 1.        ]), array([2, 1, 0]))",0.7741488793683858,0.19615832363213037,0.8038416763678696,rbf,0.4922784967754722,0.7128021883875351,6.775221136811412,,0.5613604263668674,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.43      0.99      0.60      0.66      0.36       579
          1       0.78      0.99      0.43      0.87      0.66      0.50      1139

avg / total       0.84      0.80      0.62      0.78      0.66      0.45      1718
",0.8038416763678696,True,0.8038416763678696,"[[-1.01104816 -0.68457228 -0.28944929 ...  0.47590361 -0.44559296
  -0.71141546]
 [-1.53176911  0.71629455  0.33920513 ...  0.02348546  0.00608849
  -0.4076329 ]
 [-0.36014697 -0.67735132 -0.41518018 ...  0.54053477 -0.73302661
  -0.54264737]
 ...
 [-0.07422071 -0.44873096 -0.21445854 ...  0.18275335 -0.61204481
   0.73759018]
 [ 0.59114331 -0.69567401 -0.00267086 ... -0.4110295   0.27517228
   0.05192166]
 [ 0.03039375 -0.2120886  -0.24393392 ...  0.41127245 -1.05957938
  -0.4944125 ]]","[[ 251  328]
 [   9 1130]]",0.8038416763678696,0.8038416763678696,0.8038416763678696,"(array([0.43350604, 0.99209833]), array([0.99209833, 0.43350604]), array([ 579, 1139], dtype=int32))",1.0,"(0.8038416763678696, 0.8038416763678696, None)",0.8038416763678696
40,HOS,4,4,0.9338972616345277,0.9591554700636579,0.9885864793678666,0.459412780656304,0.6739208138985006,0.5741771984830212,0.810244470314319,1126,266,313,13,579,1139,0.953405017921147,0.7824878387769284,0.459412780656304,0.9885864793678666,0.62004662004662,0.873545384018619,40.25162747442554,1.8287270656677148,0.011413520632133412,0.9885864793678666,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.95      0.46      0.99      0.62      0.67      0.43       579
          1       0.78      0.99      0.46      0.87      0.67      0.48      1139

avg / total       0.84      0.81      0.64      0.79      0.67      0.46      1718
",,0.189755529685681,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.95      0.46      0.62       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.81      1718
   macro avg       0.87      0.72      0.75      1718
weighted avg       0.84      0.81      0.79      1718
",1.0,[0.98858648 0.45941278],[0.45941278 0.98858648],-1,"(array([0.        , 0.54058722, 1.        ]), array([0.        , 0.98858648, 1.        ]), array([2, 1, 0]))",0.7811238359850037,0.18975552968568102,0.810244470314319,rbf,0.5133914064930032,0.7239996300120852,6.5540694870410565,,0.5741771984830212,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.95      0.46      0.99      0.62      0.67      0.38       579
          1       0.78      0.99      0.46      0.87      0.67      0.53      1139

avg / total       0.84      0.81      0.64      0.79      0.67      0.48      1718
",0.8102444703143189,True,0.810244470314319,"[[-1.01524236e+00 -6.93252582e-01 -2.86243104e-01 ...  4.86177808e-01
  -4.32579806e-01 -6.98211340e-01]
 [-1.54083722e+00  7.01010983e-01  3.38566437e-01 ...  2.93710580e-02
   2.10572660e-02 -3.97477637e-01]
 [-3.58248782e-01 -6.86065656e-01 -4.11205012e-01 ...  5.51435915e-01
  -7.21257943e-01 -5.31137060e-01]
 ...
 [-7.96830109e-01  2.37015816e+00 -3.88692537e-01 ... -5.79305900e-02
   6.54870210e-01  2.56286821e-01]
 [-4.12223412e-01 -2.57838116e-01  1.35681709e+00 ...  3.64380098e-01
  -1.56017257e-01 -8.83225838e-01]
 [-3.60589384e-01  1.98215761e-02 -3.95916406e-01 ... -5.69231324e-04
   1.00894350e+00 -2.00821168e-01]]","[[ 266  313]
 [  13 1126]]",0.810244470314319,0.810244470314319,0.810244470314319,"(array([0.45941278, 0.98858648]), array([0.98858648, 0.45941278]), array([ 579, 1139], dtype=int32))",1.0,"(0.810244470314319, 0.810244470314319, None)",0.810244470314319
49,HOS,4,5,0.9367919621641869,0.9602984210325608,0.9920983318700615,0.43523316062176165,0.6571104112912717,0.562750661246316,0.8044237485448196,1130,252,327,9,579,1139,0.9655172413793104,0.7755662319835278,0.43523316062176165,0.9920983318700615,0.6000000000000001,0.8705701078582434,55.08117443868746,1.7566511747790996,0.007901668129938533,0.9920983318700615,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.44      0.99      0.60      0.66      0.41       579
          1       0.78      0.99      0.44      0.87      0.66      0.46      1139

avg / total       0.84      0.80      0.62      0.78      0.66      0.44      1718
",,0.19557625145518043,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.97      0.44      0.60       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.80      1718
   macro avg       0.87      0.71      0.74      1718
weighted avg       0.84      0.80      0.78      1718
",1.0,[0.99209833 0.43523316],[0.43523316 0.99209833],-1,"(array([0.        , 0.56476684, 1.        ]), array([0.        , 0.99209833, 1.        ]), array([2, 1, 0]))",0.7746766145981565,0.19557625145518046,0.8044237485448196,rbf,0.4940335635061295,0.7136657462459116,6.755116610622622,,0.562750661246316,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.44      0.99      0.60      0.66      0.36       579
          1       0.78      0.99      0.44      0.87      0.66      0.50      1139

avg / total       0.84      0.80      0.62      0.78      0.66      0.46      1718
",0.8044237485448196,True,0.8044237485448196,"[[-1.01855331 -0.68572402 -0.30482642 ...  0.48134679 -0.43981646
  -0.7155875 ]
 [-1.53989369  0.72771903  0.38667305 ...  0.02247929  0.00481814
  -0.41034713]
 [-0.36687783 -0.67843823 -0.44312632 ...  0.54689929 -0.72276575
  -0.54600952]
 ...
 [-0.04281512  0.9342064   0.04831964 ...  0.30033345 -0.39541072
   0.15797005]
 [ 1.36360312  0.77477276 -0.26106435 ... -0.22631081 -0.82877375
  -0.03460438]
 [ 1.38679591  0.08126877 -0.08771385 ...  0.13572501 -0.82692737
   1.35179474]]","[[ 252  327]
 [   9 1130]]",0.8044237485448196,0.8044237485448196,0.8044237485448196,"(array([0.43523316, 0.99209833]), array([0.99209833, 0.43523316]), array([ 579, 1139], dtype=int32))",1.0,"(0.8044237485448196, 0.8044237485448196, None)",0.8044237485448196
58,HOS,4,6,0.9376517291627811,0.9614875678307462,0.9929762949956101,0.4369602763385147,0.6587041796276051,0.5661812762767122,0.8055878928987195,1131,253,326,8,579,1139,0.9693486590038314,0.7762525737817433,0.4369602763385147,0.9929762949956101,0.6023809523809524,0.8713405238828967,62.21221934369556,1.7635990024615287,0.0070237050043898686,0.9929762949956101,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.44      0.99      0.60      0.66      0.41       579
          1       0.78      0.99      0.44      0.87      0.66      0.46      1139

avg / total       0.84      0.81      0.62      0.78      0.66      0.44      1718
",,0.19441210710128054,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.97      0.44      0.60       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.81      1718
   macro avg       0.87      0.71      0.74      1718
weighted avg       0.84      0.81      0.78      1718
",1.0,[0.99297629 0.43696028],[0.43696028 0.99297629],-1,"(array([0.        , 0.56303972, 1.        ]), array([0.        , 0.99297629, 1.        ]), array([2, 1, 0]))",0.7754569821102015,0.19441210710128057,0.8055878928987195,rbf,0.49704526848525965,0.7149682856670624,6.714908023668459,,0.5661812762767122,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.44      0.99      0.60      0.66      0.36       579
          1       0.78      0.99      0.44      0.87      0.66      0.51      1139

avg / total       0.84      0.81      0.62      0.78      0.66      0.46      1718
",0.8055878928987195,True,0.8055878928987195,"[[-1.02345074e+00 -6.96386427e-01 -3.09102266e-01 ...  4.85294313e-01
  -4.42021112e-01 -7.06224143e-01]
 [-1.54833850e+00  7.34621264e-01  4.16327547e-01 ...  1.83422334e-02
   6.86863375e-03 -4.04116602e-01]
 [-3.67341050e-01 -6.89010099e-01 -4.54188229e-01 ...  5.52001753e-01
  -7.27678223e-01 -5.38386621e-01]
 ...
 [-5.95691563e-01 -4.84678964e-01 -3.04076208e-01 ...  1.66469870e-01
  -3.46268059e-01 -3.40024461e-01]
 [-8.60951812e-01  1.33458913e+00 -3.52389693e-01 ...  7.55457160e-02
   7.84198311e-01  7.44442653e-01]
 [ 1.38961745e-01  1.16421917e+00  4.34809907e-02 ...  4.84401835e-04
  -7.92637764e-01  1.97796042e+00]]","[[ 253  326]
 [   8 1131]]",0.8055878928987195,0.8055878928987195,0.8055878928987195,"(array([0.43696028, 0.99297629]), array([0.99297629, 0.43696028]), array([ 579, 1139], dtype=int32))",1.0,"(0.8055878928987195, 0.8055878928987195, None)",0.8055878928987195
67,HOS,4,7,0.9334696526510999,0.9587239450183762,0.9885864793678666,0.43523316062176165,0.6559463529612894,0.5546595283573686,0.8020954598370198,1126,252,327,13,579,1139,0.9509433962264151,0.7749483826565726,0.43523316062176165,0.9885864793678666,0.5971563981042654,0.8688271604938271,38.133120765245245,1.750432940532094,0.011413520632133412,0.9885864793678666,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.95      0.44      0.99      0.60      0.66      0.41       579
          1       0.77      0.99      0.44      0.87      0.66      0.45      1139

avg / total       0.83      0.80      0.62      0.78      0.66      0.44      1718
",,0.1979045401629802,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.95      0.44      0.60       579
           1       0.77      0.99      0.87      1139

    accuracy                           0.80      1718
   macro avg       0.86      0.71      0.73      1718
weighted avg       0.83      0.80      0.78      1718
",1.0,[0.98858648 0.43523316],[0.43523316 0.98858648],-1,"(array([0.        , 0.56476684, 1.        ]), array([0.        , 0.98858648, 1.        ]), array([2, 1, 0]))",0.7736704316026327,0.1979045401629802,0.8020954598370198,rbf,0.48901342113965085,0.7119098199948142,6.835532853684114,,0.5546595283573686,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.95      0.44      0.99      0.60      0.66      0.36       579
          1       0.77      0.99      0.44      0.87      0.66      0.50      1139

avg / total       0.83      0.80      0.62      0.78      0.66      0.45      1718
",0.8020954598370197,True,0.8020954598370198,"[[-0.99984615 -0.68452852 -0.29437436 ...  0.48457015 -0.43714944
  -0.70657337]
 [-1.5165894   0.72771583  0.37370585 ...  0.0283556   0.01403954
  -0.40574938]
 [-0.35391708 -0.67724891 -0.42799041 ...  0.54974365 -0.7242697
  -0.53944893]
 ...
 [ 0.87007698 -0.64294726 -0.20634065 ... -0.04011849 -0.43507221
  -0.54087635]
 [ 1.42510018  0.96399748 -0.16966606 ...  0.00795718 -0.40437715
  -0.86463981]
 [ 0.24973971 -0.52689263 -0.337887   ... -0.22483134  1.21456184
  -0.3080127 ]]","[[ 252  327]
 [  13 1126]]",0.8020954598370198,0.8020954598370198,0.8020954598370198,"(array([0.43523316, 0.98858648]), array([0.98858648, 0.43523316]), array([ 579, 1139], dtype=int32))",1.0,"(0.8020954598370198, 0.8020954598370198, None)",0.8020954598370198
76,HOS,4,8,0.9345955380064019,0.9600436972758961,0.9938542581211589,0.45077720207253885,0.6693331321126534,0.5792285153968021,0.810826542491269,1132,261,318,7,579,1139,0.9738805970149254,0.7806896551724138,0.45077720207253885,0.9938542581211589,0.6162927981109799,0.8744689069138664,73.34789045151734,1.8095648284658838,0.006145741878841093,0.9938542581211589,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.45      0.99      0.62      0.67      0.42       579
          1       0.78      0.99      0.45      0.87      0.67      0.47      1139

avg / total       0.85      0.81      0.63      0.79      0.67      0.46      1718
",,0.18917345750873105,[1 1 1 ... 0 0 0],"              precision    recall  f1-score   support

           0       0.97      0.45      0.62       579
           1       0.78      0.99      0.87      1139

    accuracy                           0.81      1718
   macro avg       0.88      0.72      0.75      1718
weighted avg       0.85      0.81      0.79      1718
",1.0,[0.99385426 0.4507772 ],[0.4507772  0.99385426],-1,"(array([0.       , 0.5492228, 1.       ]), array([0.        , 0.99385426, 1.        ]), array([2, 1, 0]))",0.7799662433028923,0.18917345750873107,0.810826542491269,rbf,0.5122737381660759,0.7223157300968489,6.533967753392767,,0.5792285153968021,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.97      0.45      0.99      0.62      0.67      0.38       579
          1       0.78      0.99      0.45      0.87      0.67      0.52      1139

avg / total       0.85      0.81      0.63      0.79      0.67      0.47      1718
",0.810826542491269,True,0.810826542491269,"[[-0.99658994 -0.69784352 -0.30224162 ...  0.47328006 -0.43867607
  -0.71269297]
 [-1.51224478  0.74045219  0.3603516  ...  0.02655324  0.01661933
  -0.40557867]
 [-0.35202138 -0.69042963 -0.43476026 ...  0.53709818 -0.72840951
  -0.54207392]
 ...
 [ 0.47227436 -0.30710405 -0.09642838 ... -0.16219948 -0.22278097
  -1.05465336]
 [ 0.15721422 -0.20557303 -0.13878384 ...  0.34882164 -1.07401728
  -0.39191515]
 [-0.73876252  0.91131839 -0.01993494 ... -0.03726488  0.1721303
   0.10239263]]","[[ 261  318]
 [   7 1132]]",0.810826542491269,0.810826542491269,0.810826542491269,"(array([0.4507772 , 0.99385426]), array([0.99385426, 0.4507772 ]), array([ 579, 1139], dtype=int32))",1.0,"(0.810826542491269, 0.810826542491269, None)",0.810826542491269
