,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,bal_report,max_iter,accuracy,batch_size,power_t,warm_start,solver,imb_sens_micro,roc_curve,imb_sens_spec_supp_micro,imb_sens,imb_spec_micro,y,tol,hamming_loss,learning_rate,roc_auc_score,log_loss,fbeta_score,cohen_kappa_score,avg_prec_score,hinge_loss,imb_report_0.1,imb_sens_spec_supp,activation,zero_one_loss,f1_score,prec_score,X,momentum,pr_curve,imb_spec,hidden_layer_sizes,rec_score,confusion_matrix,alpha,imb_report_0.3,matthews_corrcoef,learning_rate_init
304,HOS,16,9,0.7030071337519883,0.5387162975659562,0.666156202143951,0.6526994359387591,0.6593934920716634,0.30421531846387895,0.6573389651531151,435,810,431,218,1241,653,0.7879377431906615,0.5023094688221709,0.6526994359387591,0.666156202143951,0.7139709122961657,0.5727452271231073,1.9551042737064666,1.9180970924840912,0.333843797856049,0.666156202143951,"              precision    recall  f1-score   support

           0       0.79      0.65      0.71      1241
           1       0.50      0.67      0.57       653

    accuracy                           0.66      1894
   macro avg       0.65      0.66      0.64      1894
weighted avg       0.69      0.66      0.67      1894
",1000,0.6573389651531151,auto,0.5,False,adam,0.6573389651531151,"(array([0.        , 0.34730056, 1.        ]), array([0.       , 0.6661562, 1.       ]), array([2, 1, 0]))","(0.6573389651531151, 0.6573389651531151, None)",[0.65269944 0.6661562 ],0.6573389651531151,[0 1 1 ... 1 1 1],0.0001,0.3426610348468849,constant,0.659427819041355,11.835274818790626,0.657338965153115,0.29598336760233457,0.4497168848413854,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.65      0.67      0.71      0.66      0.43      1241
          1       0.50      0.67      0.65      0.57      0.66      0.44       653

avg / total       0.69      0.66      0.66      0.67      0.66      0.43      1894
","(array([0.65269944, 0.6661562 ]), array([0.6661562 , 0.65269944]), array([1241,  653]))",logistic,0.3426610348468849,0.6573389651531151,0.6573389651531151,"[[ 1.33494305 -0.14756036 -0.0152103  -0.3813538   0.00677386  0.81821159]
 [ 1.13454    -0.47097002 -0.23290023 -0.39144548 -0.46602363  0.73204228]
 [-0.73460379 -0.0191477  -0.12405527 -0.43433512  0.20615819 -0.1655547 ]
 ...
 [-0.39270124  0.97927963 -0.13037487 -0.42523609 -0.82887558 -0.04885708]
 [-0.14067716 -0.44263947 -0.13975051 -0.14128894  0.36835684 -0.45544064]
 [ 0.16609323 -0.33380162 -0.14160319 -0.49561622 -0.89493054 -0.81672152]]",0.9,,[0.6661562  0.65269944],"(10, 10)",0.6573389651531151,"[[810 431]
 [218 435]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.65      0.67      0.71      0.66      0.43      1241
          1       0.50      0.67      0.65      0.57      0.66      0.44       653

avg / total       0.69      0.66      0.66      0.67      0.66      0.43      1894
",0.30421531846387895,0.001
161,HOS,17,0,0.699927070620566,0.5162286064096842,0.6921898928024502,0.6446414182111201,0.6679927201456425,0.3207097541377953,0.6610348468848997,452,800,441,201,1241,653,0.7992007992007992,0.5061590145576708,0.6446414182111201,0.6921898928024502,0.713648528099911,0.5847347994825355,2.09428281637742,1.9478631677275302,0.30781010719754975,0.6921898928024502,"              precision    recall  f1-score   support

           0       0.80      0.64      0.71      1241
           1       0.51      0.69      0.58       653

    accuracy                           0.66      1894
   macro avg       0.65      0.67      0.65      1894
weighted avg       0.70      0.66      0.67      1894
",1000,0.6610348468848997,auto,0.5,False,adam,0.6610348468848997,"(array([0.        , 0.35535858, 1.        ]), array([0.        , 0.69218989, 1.        ]), array([2, 1, 0]))","(0.6610348468848997, 0.6610348468848997, None)",[0.64464142 0.69218989],0.6610348468848997,[0 1 0 ... 1 1 1],0.0001,0.33896515311510034,constant,0.6684156555067852,11.70762780781382,0.6610348468848997,0.3098521680990496,0.45648275804033955,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.69      0.71      0.67      0.44      1241
          1       0.51      0.69      0.64      0.58      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
","(array([0.64464142, 0.69218989]), array([0.69218989, 0.64464142]), array([1241,  653]))",logistic,0.33896515311510034,0.6610348468848997,0.6610348468848997,"[[ 1.30604885 -0.15176545 -0.02542716 -0.38471738 -0.01033659  0.79255851]
 [ 1.10697073 -0.46740565 -0.2344006  -0.39491543 -0.47536824  0.70861233]
 [-0.21000763 -0.32815262 -0.1037922   3.76079101 -0.89865383 -0.20080464]
 ...
 [ 0.31240285 -0.26935242  0.1226209  -0.30993412 -0.19878776  0.64797778]
 [-0.67631132 -0.21536034 -0.20827892 -0.34711083 -0.70915025  0.55228069]
 [-0.63367818 -0.08576299 -0.17052819 -0.42096954  2.3516558   0.50042103]]",0.9,,[0.69218989 0.64464142],"(5, 5, 5)",0.6610348468848997,"[[800 441]
 [201 452]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.69      0.71      0.67      0.44      1241
          1       0.51      0.69      0.64      0.58      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.44      1894
",0.3207097541377953,0.001
197,HOS,17,1,0.6997012486842478,0.5175970361603012,0.6830015313935681,0.6333601933924254,0.6577126895619037,0.3010851918249891,0.6504751847940866,446,786,455,207,1241,653,0.7915407854984894,0.49500554938956715,0.6333601933924254,0.6830015313935681,0.70367054610564,0.5740025740025739,1.997991334711371,1.862867913097622,0.3169984686064319,0.6830015313935681,"              precision    recall  f1-score   support

           0       0.79      0.63      0.70      1241
           1       0.50      0.68      0.57       653

    accuracy                           0.65      1894
   macro avg       0.64      0.66      0.64      1894
weighted avg       0.69      0.65      0.66      1894
",1000,0.6504751847940866,auto,0.5,False,adam,0.6504751847940866,"(array([0.        , 0.36663981, 1.        ]), array([0.        , 0.68300153, 1.        ]), array([2, 1, 0]))","(0.6504751847940866, 0.6504751847940866, None)",[0.63336019 0.68300153],0.6504751847940866,[0 0 1 ... 1 1 1],0.0001,0.3495248152059134,constant,0.6581808623929968,12.072351526009298,0.6504751847940866,0.29024720220540356,0.4473820509213044,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.63      0.68      0.70      0.66      0.43      1241
          1       0.50      0.68      0.63      0.57      0.66      0.43       653

avg / total       0.69      0.65      0.67      0.66      0.66      0.43      1894
","(array([0.63336019, 0.68300153]), array([0.68300153, 0.63336019]), array([1241,  653]))",logistic,0.3495248152059134,0.6504751847940866,0.6504751847940866,"[[ 1.33227228 -0.14960192 -0.04450999 -0.38080276 -0.00677674  0.78596312]
 [-0.19830711 -0.31695992 -0.10867831  3.77245007 -0.89842597 -0.19459491]
 [-0.74328614 -0.03068965 -0.13006775 -0.43444255  0.19006823 -0.16006822]
 ...
 [-0.12630332  0.29194376 -0.18720637 -0.52442577 -0.70390497 -0.75391424]
 [ 0.33376718 -0.40265577 -0.07761865 -0.49301783 -0.64631342 -1.12799335]
 [-0.57826458 -0.32323066 -0.27305111  0.60601098 -0.9243871  -0.69298808]]",0.9,,[0.68300153 0.63336019],"(5, 5, 5)",0.6504751847940866,"[[786 455]
 [207 446]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.63      0.68      0.70      0.66      0.43      1241
          1       0.50      0.68      0.63      0.57      0.66      0.44       653

avg / total       0.69      0.65      0.67      0.66      0.66      0.43      1894
",0.3010851918249891,0.001
269,HOS,17,2,0.6969741094533011,0.5094964477271685,0.7059724349157733,0.6244963738920226,0.6639858625547854,0.3142098911644055,0.6525871172122492,461,775,466,192,1241,653,0.8014477766287487,0.49730312837108953,0.6244963738920226,0.7059724349157733,0.7019927536231885,0.5835443037974684,2.123938188289014,1.8800682225975855,0.29402756508422667,0.7059724349157733,"              precision    recall  f1-score   support

           0       0.80      0.62      0.70      1241
           1       0.50      0.71      0.58       653

    accuracy                           0.65      1894
   macro avg       0.65      0.67      0.64      1894
weighted avg       0.70      0.65      0.66      1894
",1000,0.6525871172122492,auto,0.5,False,adam,0.6525871172122492,"(array([0.        , 0.37550363, 1.        ]), array([0.        , 0.70597243, 1.        ]), array([2, 1, 0]))","(0.6525871172122492, 0.6525871172122492, None)",[0.62449637 0.70597243],0.6525871172122492,[0 1 0 ... 1 1 1],0.0001,0.3474128827877508,constant,0.665234404403898,11.999412608370486,0.6525871172122492,0.30058848684912043,0.45245505649917517,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.71      0.70      0.66      0.44      1241
          1       0.50      0.71      0.62      0.58      0.66      0.44       653

avg / total       0.70      0.65      0.68      0.66      0.66      0.44      1894
","(array([0.62449637, 0.70597243]), array([0.70597243, 0.62449637]), array([1241,  653]))",logistic,0.34741288278775084,0.6525871172122492,0.6525871172122492,"[[ 1.36697567e+00 -1.57314967e-01 -2.90241577e-02 -3.74719221e-01
  -2.09951952e-03  8.27297992e-01]
 [ 1.16019230e+00 -4.81291664e-01 -2.27095840e-01 -3.84825515e-01
  -4.73370453e-01  7.40198240e-01]
 [-2.07759223e-01 -3.38360768e-01 -1.03301039e-01  3.73348897e+00
  -9.02335228e-01 -2.03382408e-01]
 ...
 [ 1.20516518e-01  4.67338131e-03  3.89347427e-02 -3.91168121e-01
  -6.05302696e-01 -1.30664593e+00]
 [-5.46878218e-02 -2.07396343e-01 -1.74468613e-01 -4.87134055e-01
   4.21245900e-01  2.71613839e-01]
 [ 7.99141400e-01 -6.27840893e-02 -9.19042360e-02 -4.18673759e-01
  -1.85771965e-01  5.53696932e+00]]",0.9,,[0.70597243 0.62449637],"(5, 5, 5)",0.6525871172122492,"[[775 466]
 [192 461]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.71      0.70      0.66      0.43      1241
          1       0.50      0.71      0.62      0.58      0.66      0.45       653

avg / total       0.70      0.65      0.68      0.66      0.66      0.44      1894
",0.3142098911644055,0.001
233,HOS,17,3,0.7000270245923791,0.5183604284559855,0.7197549770290965,0.6140209508460919,0.6647891661057759,0.31728422703272247,0.6504751847940866,470,762,479,183,1241,653,0.8063492063492064,0.4952581664910432,0.6140209508460919,0.7197549770290965,0.6971637694419031,0.5867665418227216,2.1910146497404264,1.8647514123029412,0.2802450229709035,0.7197549770290965,"              precision    recall  f1-score   support

           0       0.81      0.61      0.70      1241
           1       0.50      0.72      0.59       653

    accuracy                           0.65      1894
   macro avg       0.65      0.67      0.64      1894
weighted avg       0.70      0.65      0.66      1894
",1000,0.6504751847940866,auto,0.5,False,adam,0.6504751847940866,"(array([0.        , 0.38597905, 1.        ]), array([0.        , 0.71975498, 1.        ]), array([2, 1, 0]))","(0.6504751847940866, 0.6504751847940866, None)",[0.61402095 0.71975498],0.6504751847940866,[0 1 0 ... 1 1 1],0.0001,0.3495248152059134,constant,0.6668879639375942,12.072361658183704,0.6504751847940866,0.30140840675865865,0.4530854383771731,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.61      0.72      0.70      0.66      0.44      1241
          1       0.50      0.72      0.61      0.59      0.66      0.45       653

avg / total       0.70      0.65      0.68      0.66      0.66      0.44      1894
","(array([0.61402095, 0.71975498]), array([0.71975498, 0.61402095]), array([1241,  653]))",logistic,0.3495248152059134,0.6504751847940866,0.6504751847940866,"[[ 1.34618622e+00 -1.42756046e-01 -3.71631164e-02 -3.82405106e-01
  -2.95421373e-03  7.99361148e-01]
 [ 1.14447204e+00 -4.56464470e-01 -2.20559624e-01 -3.92445827e-01
  -4.66532522e-01  7.16136562e-01]
 [-1.89944819e-01 -3.18063695e-01 -1.05936807e-01  3.69914805e+00
  -8.88495241e-01 -1.85463126e-01]
 ...
 [ 2.55790976e-01 -2.93908291e-01 -9.67503745e-02 -3.71631174e-01
  -4.63527482e-01  1.68940366e-01]
 [ 7.19727722e-01 -1.20112287e-01 -1.26072226e-01  6.56273953e-01
   3.56701099e+00  2.80263497e+00]
 [-2.22705478e-01  6.37405556e-01 -1.07213094e-01 -4.71933095e-01
  -9.21723876e-01 -9.49899633e-01]]",0.9,,[0.71975498 0.61402095],"(5, 5, 5)",0.6504751847940866,"[[762 479]
 [183 470]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.61      0.72      0.70      0.66      0.43      1241
          1       0.50      0.72      0.61      0.59      0.66      0.46       653

avg / total       0.70      0.65      0.68      0.66      0.66      0.44      1894
",0.31728422703272247,0.001
125,HOS,17,4,0.6990682068627657,0.5164153880672818,0.6860643185298622,0.6446414182111201,0.6650304318458937,0.31495629914887163,0.6589229144667371,448,800,441,205,1241,653,0.7960199004975125,0.5039370078740157,0.6446414182111201,0.6860643185298622,0.7123775601068567,0.5810635538261998,2.053418761423714,1.930625440579499,0.31393568147013784,0.6860643185298622,"              precision    recall  f1-score   support

           0       0.80      0.64      0.71      1241
           1       0.50      0.69      0.58       653

    accuracy                           0.66      1894
   macro avg       0.65      0.67      0.65      1894
weighted avg       0.70      0.66      0.67      1894
",1000,0.6589229144667371,auto,0.5,False,adam,0.6589229144667371,"(array([0.        , 0.35535858, 1.        ]), array([0.        , 0.68606432, 1.        ]), array([2, 1, 0]))","(0.6589229144667371, 0.6589229144667371, None)",[0.64464142 0.68606432],0.6589229144667371,[1 0 1 ... 1 1 1],0.0001,0.34107708553326294,constant,0.665352868370491,11.7805713693659,0.6589229144667371,0.3046238904606613,0.45396973631989856,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.69      0.71      0.67      0.44      1241
          1       0.50      0.69      0.64      0.58      0.67      0.44       653

avg / total       0.70      0.66      0.67      0.67      0.67      0.44      1894
","(array([0.64464142, 0.68606432]), array([0.68606432, 0.64464142]), array([1241,  653]))",logistic,0.3410770855332629,0.6589229144667371,0.6589229144667371,"[[ 1.12072887 -0.44496153 -0.22531288 -0.3955282  -0.47057738  0.68651104]
 [-0.20095216 -0.31277679 -0.10219032  3.69136069 -0.90190665 -0.20272923]
 [-0.52753032 -0.40530611 -0.23762514 -0.64625757 -0.64568123 -0.03856179]
 ...
 [-0.08552364  0.11216826 -0.09847467 -0.57636219 -0.73006088 -1.24001285]
 [ 0.82049751  0.41047749 -0.06171977 -0.46321144 -0.67173558 -0.4324482 ]
 [ 3.42247595  0.62221813 -0.17606386 -0.47570944  0.52702473  0.13833242]]",0.9,,[0.68606432 0.64464142],"(5, 5, 5)",0.6589229144667371,"[[800 441]
 [205 448]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.69      0.71      0.67      0.44      1241
          1       0.50      0.69      0.64      0.58      0.67      0.45       653

avg / total       0.70      0.66      0.67      0.67      0.67      0.44      1894
",0.31495629914887163,0.001
89,HOS,17,5,0.7003281205074701,0.5153507768767165,0.7166921898928025,0.6124093473005641,0.6625020726214094,0.3128407956451678,0.648363252375924,468,760,481,185,1241,653,0.8042328042328042,0.4931506849315068,0.6124093473005641,0.7166921898928025,0.6953339432753888,0.5842696629213483,2.16163947993118,1.8490956500144862,0.2833078101071975,0.7166921898928025,"              precision    recall  f1-score   support

           0       0.80      0.61      0.70      1241
           1       0.49      0.72      0.58       653

    accuracy                           0.65      1894
   macro avg       0.65      0.66      0.64      1894
weighted avg       0.70      0.65      0.66      1894
",1000,0.648363252375924,auto,0.5,False,adam,0.648363252375924,"(array([0.        , 0.38759065, 1.        ]), array([0.        , 0.71669219, 1.        ]), array([2, 1, 0]))","(0.648363252375924, 0.648363252375924, None)",[0.61240935 0.71669219],0.648363252375924,[0 1 0 ... 1 1 1],0.0001,0.35163674762407604,constant,0.6645507685966833,12.145306064083652,0.648363252375924,0.2971873095185297,0.4511141186707182,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.61      0.72      0.70      0.66      0.43      1241
          1       0.49      0.72      0.61      0.58      0.66      0.44       653

avg / total       0.70      0.65      0.68      0.66      0.66      0.44      1894
","(array([0.61240935, 0.71669219]), array([0.71669219, 0.61240935]), array([1241,  653]))",logistic,0.35163674762407604,0.648363252375924,0.648363252375924,"[[ 1.34453705 -0.1500117  -0.0333128  -0.38052796  0.00647572  0.80150661]
 [ 1.14192915 -0.4614035  -0.22401504 -0.39070439 -0.46812531  0.71783573]
 [-0.19840003 -0.32402476 -0.10482614  3.75619039 -0.90012124 -0.18859879]
 ...
 [-0.39787871 -0.17235291 -0.17055878 -0.41857349  0.17070321  0.31162662]
 [-0.65277054  1.44178915  0.52861154 -0.47571029 -0.93489677 -1.03242961]
 [-0.31450033  0.45702516 -0.20676551  0.33145688  0.80961171  0.48076824]]",0.9,,[0.71669219 0.61240935],"(5, 5, 5)",0.648363252375924,"[[760 481]
 [185 468]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.61      0.72      0.70      0.66      0.43      1241
          1       0.49      0.72      0.61      0.58      0.66      0.45       653

avg / total       0.70      0.65      0.68      0.66      0.66      0.43      1894
",0.3128407956451678,0.001
17,HOS,17,6,0.6983623590618147,0.5094177932339436,0.7029096477794793,0.6164383561643836,0.6582556249735114,0.30359287739971463,0.6462513199577613,459,765,476,194,1241,653,0.7977059436913452,0.4909090909090909,0.6164383561643836,0.7029096477794793,0.6954545454545455,0.5780856423173804,2.0749187967801155,1.832585867425071,0.2970903522205207,0.7029096477794793,"              precision    recall  f1-score   support

           0       0.80      0.62      0.70      1241
           1       0.49      0.70      0.58       653

    accuracy                           0.65      1894
   macro avg       0.64      0.66      0.64      1894
weighted avg       0.69      0.65      0.65      1894
",1000,0.6462513199577613,auto,0.5,False,adam,0.6462513199577613,"(array([0.        , 0.38356164, 1.        ]), array([0.        , 0.70290965, 1.        ]), array([2, 1, 0]))","(0.6462513199577613, 0.6462513199577613, None)",[0.61643836 0.70290965],0.6462513199577613,[0 1 0 ... 1 1 1],0.0001,0.35374868004223864,constant,0.6596740019719315,12.218247514766066,0.6462513199577613,0.2897083896332733,0.4474934584635405,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.70      0.70      0.66      0.43      1241
          1       0.49      0.70      0.62      0.58      0.66      0.44       653

avg / total       0.69      0.65      0.67      0.65      0.66      0.43      1894
","(array([0.61643836, 0.70290965]), array([0.70290965, 0.61643836]), array([1241,  653]))",logistic,0.3537486800422387,0.6462513199577613,0.6462513199577613,"[[ 1.32963757e+00 -1.52978502e-01 -2.41040692e-02 -3.82264371e-01
  -1.04715548e-03  8.03495948e-01]
 [ 1.13000613e+00 -5.09796644e-01 -2.26861753e-01 -3.92364902e-01
  -4.70817393e-01  7.19058463e-01]
 [-1.90632650e-01 -3.52376876e-01 -1.00138200e-01  3.72360143e+00
  -8.98416190e-01 -1.95680961e-01]
 ...
 [-3.31438586e-01  4.50638047e-01 -1.85991946e-01 -5.61385737e-01
  -5.07706952e-01  4.00366945e-01]
 [-2.95922129e-01 -4.36141391e-02 -3.28240594e-01 -5.66199897e-01
   1.24853107e-02 -4.08789042e-02]
 [-1.56389224e-01  1.01507553e+00 -7.83420630e-02 -4.70340750e-01
  -8.48400112e-01 -7.74080346e-01]]",0.9,,[0.70290965 0.61643836],"(5, 5, 5)",0.6462513199577613,"[[765 476]
 [194 459]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.70      0.70      0.66      0.42      1241
          1       0.49      0.70      0.62      0.58      0.66      0.44       653

avg / total       0.69      0.65      0.67      0.65      0.66      0.43      1894
",0.30359287739971463,0.001
53,HOS,17,7,0.6996346127030393,0.5112539191962443,0.7075038284839203,0.6333601933924254,0.6694062754668925,0.324184088887826,0.6589229144667371,462,786,455,191,1241,653,0.804503582395087,0.5038167938931297,0.6333601933924254,0.7075038284839203,0.708746618575293,0.5885350318471337,2.1653623365720094,1.9296972552715277,0.29249617151607965,0.7075038284839203,"              precision    recall  f1-score   support

           0       0.80      0.63      0.71      1241
           1       0.50      0.71      0.59       653

    accuracy                           0.66      1894
   macro avg       0.65      0.67      0.65      1894
weighted avg       0.70      0.66      0.67      1894
",1000,0.6589229144667371,auto,0.5,False,adam,0.6589229144667371,"(array([0.        , 0.36663981, 1.        ]), array([0.        , 0.70750383, 1.        ]), array([2, 1, 0]))","(0.6589229144667371, 0.6589229144667371, None)",[0.63336019 0.70750383],0.6589229144667371,[0 1 0 ... 1 1 1],0.0001,0.34107708553326294,constant,0.670432010938173,11.780577279800971,0.6589229144667371,0.31107029478968773,0.45729708350114856,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.63      0.71      0.71      0.67      0.44      1241
          1       0.50      0.71      0.63      0.59      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
","(array([0.63336019, 0.70750383]), array([0.70750383, 0.63336019]), array([1241,  653]))",logistic,0.3410770855332629,0.6589229144667371,0.6589229144667371,"[[ 1.32658507 -0.15235403 -0.04505456 -0.38159269 -0.00617496  0.81070338]
 [ 1.12566731 -0.46500577 -0.21129553 -0.39180049 -0.47331404  0.72476969]
 [-0.2034809  -0.32707118 -0.10739492  3.76787733 -0.89851788 -0.20617865]
 ...
 [-0.28435117 -0.3129035  -0.04505456 -0.45150421  1.13680416  1.64614283]
 [-0.67944424 -0.33252052 -0.25208697 -0.58461458 -0.8350909   0.60753587]
 [ 3.80869704  0.27955263  0.09394416  0.20033185  1.15834617  0.58024533]]",0.9,,[0.70750383 0.63336019],"(5, 5, 5)",0.6589229144667371,"[[786 455]
 [191 462]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.63      0.71      0.71      0.67      0.44      1241
          1       0.50      0.71      0.63      0.59      0.67      0.46       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
",0.324184088887826,0.001
341,HOS,17,8,0.6990163788773812,0.5119212413904244,0.6983154670750383,0.6341659951651893,0.6654681984264055,0.31629452316363726,0.6562829989440337,456,787,454,197,1241,653,0.7997967479674797,0.5010989010989011,0.6341659951651893,0.6983154670750383,0.7074157303370787,0.5834932821497122,2.102083222552633,1.9088314859914592,0.30168453292496167,0.6983154670750383,"              precision    recall  f1-score   support

           0       0.80      0.63      0.71      1241
           1       0.50      0.70      0.58       653

    accuracy                           0.66      1894
   macro avg       0.65      0.67      0.65      1894
weighted avg       0.70      0.66      0.66      1894
",1000,0.6562829989440337,auto,0.5,False,adam,0.6562829989440337,"(array([0.      , 0.365834, 1.      ]), array([0.        , 0.69831547, 1.        ]), array([2, 1, 0]))","(0.6562829989440337, 0.6562829989440337, None)",[0.634166   0.69831547],0.6562829989440337,[0 1 0 ... 1 1 1],0.0001,0.3437170010559662,constant,0.6662407311201138,11.87175630956714,0.6562829989440339,0.3041252648343945,0.4539377847661765,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.63      0.70      0.71      0.67      0.44      1241
          1       0.50      0.70      0.63      0.58      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.66      0.67      0.44      1894
","(array([0.634166  , 0.69831547]), array([0.69831547, 0.634166  ]), array([1241,  653]))",logistic,0.34371700105596625,0.6562829989440337,0.6562829989440337,"[[ 1.35244243e+00 -1.50540968e-01 -3.25274579e-02 -3.87154479e-01
   2.21871222e-03  7.86266430e-01]
 [ 1.14837905e+00 -4.98663896e-01 -2.24166827e-01 -3.97226602e-01
  -4.66945434e-01  7.03431466e-01]
 [-2.01578731e-01 -3.45080251e-01 -1.04392221e-01  3.70716375e+00
  -8.93992549e-01 -1.93947310e-01]
 ...
 [-7.62870506e-01 -2.53236545e-01 -2.27034994e-01 -5.31059100e-01
  -1.45973816e-01 -2.05020736e-01]
 [-5.06749914e-01 -2.29922355e-01 -3.19986512e-01 -4.71168077e-01
  -7.54688656e-01 -5.67766548e-01]
 [-2.44939005e-01 -3.62345499e-02 -1.20100449e-01 -4.20425499e-01
   1.65199252e+00  2.54402552e-01]]",0.9,,[0.69831547 0.634166  ],"(5, 5, 5)",0.6562829989440337,"[[787 454]
 [197 456]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.63      0.70      0.71      0.67      0.43      1241
          1       0.50      0.70      0.63      0.58      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.66      0.67      0.44      1894
",0.31629452316363726,0.001
305,HOS,17,9,0.696248517657918,0.5091152569820917,0.6983154670750383,0.6196615632554392,0.6578139964862183,0.3023261260345362,0.646779303062302,456,769,472,197,1241,653,0.7960662525879917,0.49137931034482757,0.6196615632554392,0.6983154670750383,0.6968735840507476,0.5768500948766604,2.0540050802324967,1.836037064915514,0.30168453292496167,0.6983154670750383,"              precision    recall  f1-score   support

           0       0.80      0.62      0.70      1241
           1       0.49      0.70      0.58       653

    accuracy                           0.65      1894
   macro avg       0.64      0.66      0.64      1894
weighted avg       0.69      0.65      0.66      1894
",1000,0.646779303062302,auto,0.5,False,adam,0.646779303062302,"(array([0.        , 0.38033844, 1.        ]), array([0.        , 0.69831547, 1.        ]), array([2, 1, 0]))","(0.646779303062302, 0.646779303062302, None)",[0.61966156 0.69831547],0.646779303062302,[0 1 1 ... 1 1 1],0.0001,0.353220696937698,constant,0.6589885151652387,12.200009935682312,0.6467793030623019,0.289130778716438,0.44715044420896743,,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.70      0.70      0.66      0.43      1241
          1       0.49      0.70      0.62      0.58      0.66      0.44       653

avg / total       0.69      0.65      0.67      0.66      0.66      0.43      1894
","(array([0.61966156, 0.69831547]), array([0.69831547, 0.61966156]), array([1241,  653]))",logistic,0.353220696937698,0.646779303062302,0.646779303062302,"[[ 1.33494305 -0.14756036 -0.0152103  -0.3813538   0.00677386  0.81821159]
 [ 1.13454    -0.47097002 -0.23290023 -0.39144548 -0.46602363  0.73204228]
 [-0.73460379 -0.0191477  -0.12405527 -0.43433512  0.20615819 -0.1655547 ]
 ...
 [-0.39270124  0.97927963 -0.13037487 -0.42523609 -0.82887558 -0.04885708]
 [-0.14067716 -0.44263947 -0.13975051 -0.14128894  0.36835684 -0.45544064]
 [ 0.16609323 -0.33380162 -0.14160319 -0.49561622 -0.89493054 -0.81672152]]",0.9,,[0.69831547 0.61966156],"(5, 5, 5)",0.646779303062302,"[[769 472]
 [197 456]]",0.0001,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.70      0.70      0.66      0.42      1241
          1       0.49      0.70      0.62      0.58      0.66      0.44       653

avg / total       0.69      0.65      0.67      0.66      0.66      0.43      1894
",0.3023261260345362,0.001
