,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,confusion_matrix,roc_curve,momentum,hinge_loss,avg_prec_score,max_iter,imb_report_0.3,matthews_corrcoef,accuracy,batch_size,pr_curve,imb_sens_spec_supp,prec_score,power_t,learning_rate_init,f1_score,y,imb_spec,bal_report,tol,fbeta_score,imb_sens_micro,activation,hamming_loss,imb_report_0.1,warm_start,learning_rate,log_loss,hidden_layer_sizes,zero_one_loss,alpha,X,imb_spec_micro,roc_auc_score,imb_sens_spec_supp_micro,imb_sens,solver,cohen_kappa_score,rec_score
157,HOS,13,0,0.7176473056234598,0.5469799705820615,0.6967840735068913,0.6567284448025785,0.6764598443051785,0.33686400042530484,0.6705385427666315,455,815,426,198,1241,653,0.8045409674234946,0.5164585698070374,0.6567284448025785,0.6967840735068913,0.7231588287488909,0.5932203389830508,2.165877143717595,2.0298334160142066,0.3032159264931087,0.6967840735068913,"[[815 426]
 [198 455]]","(array([0.        , 0.34327156, 1.        ]), array([0.        , 0.69678407, 1.        ]), array([2, 1, 0]))",0.9,,0.4644007607667403,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.66      0.70      0.72      0.68      0.45      1241
          1       0.52      0.70      0.66      0.59      0.68      0.46       653

avg / total       0.71      0.67      0.68      0.68      0.68      0.46      1894
",0.33686400042530484,0.6705385427666315,auto,,"(array([0.65672844, 0.69678407]), array([0.69678407, 0.65672844]), array([1241,  653]))",0.6705385427666315,0.5,0.001,0.6705385427666315,[1 0 1 ... 1 1 1],[0.69678407 0.65672844],"              precision    recall  f1-score   support

           0       0.80      0.66      0.72      1241
           1       0.52      0.70      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.68      0.66      1894
weighted avg       0.71      0.67      0.68      1894
",0.0001,0.6705385427666315,0.6705385427666315,logistic,0.32946145723336856,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.66      0.70      0.72      0.68      0.46      1241
          1       0.52      0.70      0.66      0.59      0.68      0.46       653

avg / total       0.71      0.67      0.68      0.68      0.68      0.46      1894
",False,constant,11.379375448220449,"(10,)",0.3294614572333685,0.0001,"[[ 1.16688757 -0.46947411 -0.22634637 -0.38930486 -0.46096336  0.70574579]
 [-0.19403426 -0.32729272 -0.09693921  3.74897066 -0.89461623 -0.19830633]
 [-0.75185397 -0.01923304 -0.12282064 -0.43246479  0.21637059 -0.1635351 ]
 ...
 [ 0.01255221 -0.355729   -0.22865133  3.16485702 -0.06837748  0.91634328]
 [-0.81058541 -0.34052006 -0.28493283 -0.43519968 -0.89752326 -0.27142312]
 [ 1.18957864 -0.05059648 -0.19551674  0.870177    0.60040097  0.02832211]]",0.6705385427666315,0.6767562591547349,"(0.6705385427666315, 0.6705385427666315, None)",[0.65672844 0.69678407],adam,0.32650486377442567,0.6705385427666315
193,HOS,13,1,0.7242788197533729,0.554873413770529,0.7090352220520674,0.6430298146655923,0.675226471213561,0.33498303115683903,0.6657866948257656,463,798,443,190,1241,653,0.8076923076923077,0.5110375275938189,0.6430298146655923,0.7090352220520674,0.7160161507402422,0.5939704939063501,2.2099919419822722,1.9862589403309607,0.29096477794793263,0.7090352220520674,"[[798 443]
 [190 463]]","(array([0.        , 0.35697019, 1.        ]), array([0.        , 0.70903522, 1.        ]), array([2, 1, 0]))",0.9,,0.4626603967171473,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.64      0.71      0.72      0.68      0.45      1241
          1       0.51      0.71      0.64      0.59      0.68      0.46       653

avg / total       0.71      0.67      0.69      0.67      0.68      0.45      1894
",0.33498303115683903,0.6657866948257656,auto,,"(array([0.64302981, 0.70903522]), array([0.70903522, 0.64302981]), array([1241,  653]))",0.6657866948257656,0.5,0.001,0.6657866948257656,[0 1 0 ... 1 1 1],[0.70903522 0.64302981],"              precision    recall  f1-score   support

           0       0.81      0.64      0.72      1241
           1       0.51      0.71      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.68      0.65      1894
weighted avg       0.71      0.67      0.67      1894
",0.0001,0.6657866948257656,0.6657866948257656,logistic,0.3342133051742344,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.64      0.71      0.72      0.68      0.45      1241
          1       0.51      0.71      0.64      0.59      0.68      0.46       653

avg / total       0.71      0.67      0.69      0.67      0.68      0.45      1894
",False,constant,11.543505638669503,"(10,)",0.3342133051742344,0.0001,"[[ 1.34633362 -0.13933234 -0.03436498 -0.38869365  0.00554379  0.86428718]
 [ 1.14472226 -0.42305808 -0.22318366 -0.39875205 -0.46991508  0.77462612]
 [-0.18901443 -0.29788496 -0.10517199  3.70004838 -0.90269184 -0.19670198]
 ...
 [ 0.02509688 -0.22124569 -0.14779788 -0.37555734 -0.48376799  0.00661794]
 [-0.54877876 -0.35302129 -0.05362643 -0.19860651  2.24197599  0.38822173]
 [-0.18013243 -0.19207151 -0.18009801 -0.40866418 -0.35142358  0.17227   ]]",0.6657866948257656,0.6760325183588298,"(0.6657866948257656, 0.6657866948257656, None)",[0.64302981 0.70903522],adam,0.3224666715644443,0.6657866948257656
265,HOS,13,2,0.7237741138956999,0.5651888089821243,0.7075038284839203,0.6349717969379532,0.6702573963134733,0.32573937285678195,0.6599788806758183,462,788,453,191,1241,653,0.804902962206333,0.5049180327868853,0.6349717969379532,0.7075038284839203,0.7099099099099099,0.5892857142857142,2.170872164400437,1.9382168899526382,0.29249617151607965,0.7075038284839203,"[[788 453]
 [191 462]]","(array([0.       , 0.3650282, 1.       ]), array([0.        , 0.70750383, 1.        ]), array([2, 1, 0]))",0.9,,0.458076214234556,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.63      0.71      0.71      0.67      0.44      1241
          1       0.50      0.71      0.63      0.59      0.67      0.46       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
",0.32573937285678195,0.6599788806758183,auto,,"(array([0.6349718 , 0.70750383]), array([0.70750383, 0.6349718 ]), array([1241,  653]))",0.6599788806758183,0.5,0.001,0.6599788806758183,[0 0 1 ... 1 1 1],[0.70750383 0.6349718 ],"              precision    recall  f1-score   support

           0       0.80      0.63      0.71      1241
           1       0.50      0.71      0.59       653

    accuracy                           0.66      1894
   macro avg       0.65      0.67      0.65      1894
weighted avg       0.70      0.66      0.67      1894
",0.0001,0.6599788806758183,0.6599788806758183,logistic,0.3400211193241816,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.63      0.71      0.71      0.67      0.45      1241
          1       0.50      0.71      0.63      0.59      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
",False,constant,11.744104654677061,"(10,)",0.34002111932418166,0.0001,"[[ 1.29630334 -0.15165415 -0.03785765 -0.38476219 -0.01886382  0.76687869]
 [-0.1971043  -0.32575177 -0.10381455  3.65919936 -0.91405646 -0.20146053]
 [-0.72884793 -0.02795321 -0.12580018 -0.43699048  0.1787634  -0.16736408]
 ...
 [-0.28851868  0.12396695 -0.27267277 -0.56263716 -0.00767535 -0.06125303]
 [-0.52998685 -0.30108095 -0.17442695 -0.58659465  0.11097584  0.0280344 ]
 [-0.30328702 -0.17091489  0.14422738 -0.49960973  2.86875757 -0.16676461]]",0.6599788806758183,0.6712378127109369,"(0.6599788806758183, 0.6599788806758183, None)",[0.6349718  0.70750383],adam,0.3127481262698599,0.6599788806758183
229,HOS,13,3,0.7175917756391194,0.5569905450576306,0.7013782542113323,0.6438356164383562,0.6719912950750264,0.3285611967793122,0.6636747624076029,458,799,442,195,1241,653,0.8038229376257545,0.5088888888888888,0.6438356164383562,0.7013782542113323,0.7149888143176734,0.5898261429491307,2.156023884791008,1.9692543291318176,0.29862174578866774,0.7013782542113323,"[[799 442]
 [195 458]]","(array([0.        , 0.35616438, 1.        ]), array([0.        , 0.70137825, 1.        ]), array([2, 1, 0]))",0.9,,0.4598803058618612,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.70      0.71      0.67      0.44      1241
          1       0.51      0.70      0.64      0.59      0.67      0.46       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
",0.3285611967793122,0.6636747624076029,auto,,"(array([0.64383562, 0.70137825]), array([0.70137825, 0.64383562]), array([1241,  653]))",0.6636747624076029,0.5,0.001,0.6636747624076029,[0 1 0 ... 1 1 1],[0.70137825 0.64383562],"              precision    recall  f1-score   support

           0       0.80      0.64      0.71      1241
           1       0.51      0.70      0.59       653

    accuracy                           0.66      1894
   macro avg       0.66      0.67      0.65      1894
weighted avg       0.70      0.66      0.67      1894
",0.0001,0.6636747624076029,0.6636747624076029,logistic,0.336325237592397,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.70      0.71      0.67      0.45      1241
          1       0.51      0.70      0.64      0.59      0.67      0.45       653

avg / total       0.70      0.66      0.68      0.67      0.67      0.45      1894
",False,constant,11.61644877804765,"(10,)",0.3363252375923971,0.0001,"[[ 1.30797993e+00 -1.44382718e-01 -2.88266889e-02 -3.83080928e-01
   1.86793727e-03  7.98499630e-01]
 [ 1.11066861e+00 -4.49317429e-01 -2.24249862e-01 -3.93243806e-01
  -4.73308048e-01  7.14901708e-01]
 [-1.94621719e-01 -3.14787410e-01 -1.02110379e-01  3.74812914e+00
  -9.05827317e-01 -1.90742437e-01]
 ...
 [ 4.99095501e-01 -1.83953599e-01  1.75463951e-01 -4.20581419e-01
   1.19949625e+00 -6.32491782e-01]
 [ 1.23544471e+00  1.90762851e-01 -1.10851007e-01 -4.75028509e-01
  -6.97421650e-01  8.22813764e-01]
 [ 1.38958769e+00  2.74934546e-01 -1.99821965e-01  5.41035762e-01
   6.29252240e-01  9.33221442e-01]]",0.6636747624076029,0.6726069353248442,"(0.6636747624076029, 0.6636747624076029, None)",[0.64383562 0.70137825],adam,0.3168231612779744,0.6636747624076029
121,HOS,13,4,0.7306326839615832,0.5796689170126998,0.6891271056661562,0.6551168412570507,0.6719068184567158,0.32810638504102674,0.6668426610348469,450,813,428,203,1241,653,0.8001968503937008,0.5125284738041003,0.6551168412570507,0.6891271056661562,0.7204253433761629,0.5878510777269759,2.1073462923194786,1.9981465844198592,0.3108728943338438,0.6891271056661562,"[[813 428]
 [203 450]]","(array([0.        , 0.34488316, 1.        ]), array([0.        , 0.68912711, 1.        ]), array([2, 1, 0]))",0.9,,0.4603778339458649,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.66      0.69      0.72      0.67      0.45      1241
          1       0.51      0.69      0.66      0.59      0.67      0.46       653

avg / total       0.70      0.67      0.68      0.67      0.67      0.45      1894
",0.32810638504102674,0.6668426610348469,auto,,"(array([0.65511684, 0.68912711]), array([0.68912711, 0.65511684]), array([1241,  653]))",0.6668426610348469,0.5,0.001,0.6668426610348469,[0 1 0 ... 1 1 1],[0.68912711 0.65511684],"              precision    recall  f1-score   support

           0       0.80      0.66      0.72      1241
           1       0.51      0.69      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.67      0.65      1894
weighted avg       0.70      0.67      0.67      1894
",0.0001,0.6668426610348469,0.6668426610348469,logistic,0.3331573389651531,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.66      0.69      0.72      0.67      0.45      1241
          1       0.51      0.69      0.66      0.59      0.67      0.45       653

avg / total       0.70      0.67      0.68      0.67      0.67      0.45      1894
",False,constant,11.507027525284458,"(10,)",0.3331573389651531,0.0001,"[[ 1.31851831 -0.14905666 -0.03234203 -0.3840257  -0.01501088  0.77027105]
 [ 1.11879471 -0.47449397 -0.22481599 -0.39424121 -0.47980321  0.68787989]
 [-0.20245374 -0.33091869 -0.10451976  3.76857992 -0.90287096 -0.20469102]
 ...
 [-0.69419824 -0.1646688  -0.14938142 -0.44428164  0.30265068  0.3342419 ]
 [-0.71319214 -0.39862143 -0.17259041  2.2599242  -0.40763228  0.00647794]
 [ 0.35866896 -0.35963374  0.28349772  0.05328633 -0.57785103  1.10426738]]",0.6668426610348469,0.6721219734616035,"(0.6668426610348469, 0.6668426610348469, None)",[0.65511684 0.68912711],adam,0.31826432392532766,0.6668426610348469
85,HOS,13,5,0.7230633300961409,0.5417595216968696,0.6952526799387443,0.6535052377115229,0.6740558343883261,0.33226128314521564,0.6678986272439282,454,811,430,199,1241,653,0.802970297029703,0.5135746606334841,0.6535052377115229,0.6952526799387443,0.7205686361617059,0.5907612231620037,2.144416684550877,2.0065315716371663,0.3047473200612557,0.6952526799387443,"[[811 430]
 [199 454]]","(array([0.        , 0.34649476, 1.        ]), array([0.        , 0.69525268, 1.        ]), array([2, 1, 0]))",0.9,,0.4621327969576512,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.65      0.70      0.72      0.67      0.45      1241
          1       0.51      0.70      0.65      0.59      0.67      0.46       653

avg / total       0.70      0.67      0.68      0.68      0.67      0.45      1894
",0.33226128314521564,0.6678986272439282,auto,,"(array([0.65350524, 0.69525268]), array([0.69525268, 0.65350524]), array([1241,  653]))",0.6678986272439282,0.5,0.001,0.6678986272439282,[0 1 0 ... 1 1 1],[0.69525268 0.65350524],"              precision    recall  f1-score   support

           0       0.80      0.65      0.72      1241
           1       0.51      0.70      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.67      0.66      1894
weighted avg       0.70      0.67      0.68      1894
",0.0001,0.6678986272439282,0.6678986272439282,logistic,0.3321013727560718,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.65      0.70      0.72      0.67      0.45      1241
          1       0.51      0.70      0.65      0.59      0.67      0.46       653

avg / total       0.70      0.67      0.68      0.68      0.67      0.45      1894
",False,constant,11.470556588856285,"(10,)",0.33210137275607177,0.0001,"[[ 1.41446617 -0.1558718  -0.03474868 -0.38003373  0.00797248  0.80680718]
 [ 1.20224399 -0.49122543 -0.21807396 -0.3902036  -0.46382381  0.72257742]
 [-0.2016873  -0.3432753  -0.10349566  3.75401924 -0.89326679 -0.18991171]
 ...
 [-0.43884082 -0.49122543 -0.05735259 -0.44091461 -0.43499857  0.07891667]
 [-0.28240736 -0.33273983 -0.30856543 -0.25821183  0.55628865  2.03643734]
 [-0.41277369 -0.31793071 -0.3097366  -0.53719504 -0.20564524 -0.21613929]]",0.6678986272439282,0.6743789588251335,"(0.6678986272439282, 0.6678986272439282, None)",[0.65350524 0.69525268],adam,0.3217900299104962,0.6678986272439282
13,HOS,13,6,0.725113003518133,0.5665283589686567,0.6906584992343032,0.6381950040290089,0.6639087314544864,0.3129900325091725,0.6562829989440337,451,792,449,202,1241,653,0.7967806841046278,0.5011111111111111,0.6381950040290089,0.6906584992343032,0.7087248322147651,0.5808113329040566,2.0630759288660534,1.9089247161464817,0.3093415007656968,0.6906584992343032,"[[792 449]
 [202 451]]","(array([0.      , 0.361805, 1.      ]), array([0.       , 0.6906585, 1.       ]), array([2, 1, 0]))",0.9,,0.4527492350668464,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.69      0.71      0.66      0.43      1241
          1       0.50      0.69      0.64      0.58      0.66      0.45       653

avg / total       0.69      0.66      0.67      0.66      0.66      0.44      1894
",0.3129900325091725,0.6562829989440337,auto,,"(array([0.638195 , 0.6906585]), array([0.6906585, 0.638195 ]), array([1241,  653]))",0.6562829989440337,0.5,0.001,0.6562829989440337,[0 1 0 ... 1 1 1],[0.6906585 0.638195 ],"              precision    recall  f1-score   support

           0       0.80      0.64      0.71      1241
           1       0.50      0.69      0.58       653

    accuracy                           0.66      1894
   macro avg       0.65      0.66      0.64      1894
weighted avg       0.69      0.66      0.66      1894
",0.0001,0.6562829989440339,0.6562829989440337,logistic,0.3437170010559662,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.64      0.69      0.71      0.66      0.44      1241
          1       0.50      0.69      0.64      0.58      0.66      0.44       653

avg / total       0.69      0.66      0.67      0.66      0.66      0.44      1894
",False,constant,11.871754198697472,"(10,)",0.34371700105596625,0.0001,"[[ 1.31190719 -0.15843113 -0.02356207 -0.38203983 -0.02933617  0.81182405]
 [ 1.1113735  -0.47061925 -0.24214022 -0.39224429 -0.48924356  0.72589494]
 [-0.21523403 -0.3328892  -0.10552888  3.76607118 -0.9078649  -0.20500366]
 ...
 [-0.21690085 -0.05221711  0.41138106 -0.36576776  0.13355054  0.2318037 ]
 [ 0.26091081 -0.27962834 -0.13285115 -0.50857798 -0.9318821  -0.86093731]
 [-0.25229628 -0.39953478 -0.2615374   0.84498908  0.01303728  0.39090291]]",0.6562829989440337,0.6644267516316561,"(0.6562829989440337, 0.6562829989440337, None)",[0.638195  0.6906585],adam,0.3018082857016662,0.6562829989440337
49,HOS,13,7,0.72011900692644,0.5555795285792363,0.7044410413476263,0.6502820306204674,0.6768200283826795,0.33772495994559076,0.6689545934530094,460,807,434,193,1241,653,0.807,0.5145413870246085,0.6502820306204674,0.7044410413476263,0.7202141900937082,0.59469941822883,2.200177025881685,2.014311825604618,0.2955589586523737,0.7044410413476263,"[[807 434]
 [193 460]]","(array([0.        , 0.34971797, 1.        ]), array([0.        , 0.70444104, 1.        ]), array([2, 1, 0]))",0.9,,0.46436480966841365,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.65      0.70      0.72      0.68      0.45      1241
          1       0.51      0.70      0.65      0.59      0.68      0.47       653

avg / total       0.71      0.67      0.69      0.68      0.68      0.46      1894
",0.33772495994559076,0.6689545934530094,auto,,"(array([0.65028203, 0.70444104]), array([0.70444104, 0.65028203]), array([1241,  653]))",0.6689545934530094,0.5,0.001,0.6689545934530094,[0 1 0 ... 1 1 1],[0.70444104 0.65028203],"              precision    recall  f1-score   support

           0       0.81      0.65      0.72      1241
           1       0.51      0.70      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.68      0.66      1894
weighted avg       0.71      0.67      0.68      1894
",0.0001,0.6689545934530096,0.6689545934530094,logistic,0.3310454065469905,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.65      0.70      0.72      0.68      0.46      1241
          1       0.51      0.70      0.65      0.59      0.68      0.46       653

avg / total       0.71      0.67      0.69      0.68      0.68      0.46      1894
",False,constant,11.434086496775977,"(10,)",0.33104540654699055,0.0001,"[[ 1.25266912e+00 -1.47976520e-01 -1.96535074e-02 -3.80045080e-01
  -2.74461337e-03  7.74119467e-01]
 [ 1.06047068e+00 -4.51275909e-01 -2.43712142e-01 -3.90359643e-01
  -4.70830968e-01  6.91675472e-01]
 [-2.10995891e-01 -3.17467355e-01 -1.03675495e-01  3.81282480e+00
  -8.96897044e-01 -2.01467804e-01]
 ...
 [ 2.62146198e+00 -2.49492880e-01 -2.66161682e-01 -2.60190170e-01
   1.62249081e+00 -3.00486310e-01]
 [-2.74666646e-01 -2.82045784e-01  1.22379357e-02 -3.89493695e-01
  -7.09563943e-01 -5.08376779e-01]
 [-2.60854975e-01 -2.92982351e-01 -1.80224522e-01 -2.82343912e-01
  -8.41173070e-01 -1.02590775e+00]]",0.6689545934530094,0.6773615359840468,"(0.6689545934530094, 0.6689545934530094, None)",[0.65028203 0.70444104],adam,0.3262019888178642,0.6689545934530094
337,HOS,13,8,0.7289322324411105,0.5765958755646479,0.6860643185298622,0.6680096696212732,0.6769768081404836,0.3380080231915009,0.6742344244984161,448,829,412,205,1241,653,0.8017408123791102,0.5209302325581395,0.6680096696212732,0.6860643185298622,0.7287912087912086,0.5922009253139457,2.127855191525324,2.066518978872716,0.31393568147013784,0.6860643185298622,"[[829 412]
 [205 448]]","(array([0.        , 0.33199033, 1.        ]), array([0.        , 0.68606432, 1.        ]), array([2, 1, 0]))",0.9,,0.4656281814324368,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.67      0.69      0.73      0.68      0.46      1241
          1       0.52      0.69      0.67      0.59      0.68      0.46       653

avg / total       0.70      0.67      0.68      0.68      0.68      0.46      1894
",0.3380080231915009,0.6742344244984161,auto,,"(array([0.66800967, 0.68606432]), array([0.68606432, 0.66800967]), array([1241,  653]))",0.6742344244984161,0.5,0.001,0.6742344244984161,[0 1 0 ... 1 1 1],[0.68606432 0.66800967],"              precision    recall  f1-score   support

           0       0.80      0.67      0.73      1241
           1       0.52      0.69      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.68      0.66      1894
weighted avg       0.70      0.67      0.68      1894
",0.0001,0.6742344244984161,0.6742344244984161,logistic,0.32576557550158397,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.67      0.69      0.73      0.68      0.46      1241
          1       0.52      0.69      0.67      0.59      0.68      0.46       653

avg / total       0.70      0.67      0.68      0.68      0.68      0.46      1894
",False,constant,11.251718305069236,"(10,)",0.3257655755015839,0.0001,"[[ 1.35138669 -0.15193042 -0.02021615 -0.38033359  0.01066264  0.8284747 ]
 [ 1.1476872  -0.45631584 -0.23085013 -0.39047443 -0.4577695   0.74229284]
 [-0.19986327 -0.32202815 -0.0992039   3.74192011 -0.88415032 -0.19134403]
 ...
 [-0.47069143  1.35338085  0.64724755  0.26679112  0.79035729  0.41571788]
 [-0.60939078 -0.33584519 -0.17103839 -0.46377566 -0.21415016 -0.29886024]
 [-0.58752645 -0.20017813 -0.16794185 -0.5478508  -0.82405595  0.27354573]]",0.6742344244984161,0.6770369940755676,"(0.6742344244984161, 0.6742344244984161, None)",[0.66800967 0.68606432],adam,0.3293408981085384,0.6742344244984161
301,HOS,13,9,0.7221711483477361,0.5606057649983234,0.6875957120980092,0.6551168412570507,0.6711598401063193,0.3266722327824098,0.6663146779303062,449,813,428,204,1241,653,0.799410029498525,0.5119726339794755,0.6551168412570507,0.6875957120980092,0.7201062887511072,0.5869281045751634,2.0970161634355593,1.993706258676704,0.3124042879019908,0.6875957120980092,"[[813 428]
 [204 449]]","(array([0.        , 0.34488316, 1.        ]), array([0.        , 0.68759571, 1.        ]), array([2, 1, 0]))",0.9,,0.45973874116210445,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.66      0.69      0.72      0.67      0.45      1241
          1       0.51      0.69      0.66      0.59      0.67      0.45       653

avg / total       0.70      0.67      0.68      0.67      0.67      0.45      1894
",0.3266722327824098,0.6663146779303062,auto,,"(array([0.65511684, 0.68759571]), array([0.68759571, 0.65511684]), array([1241,  653]))",0.6663146779303062,0.5,0.001,0.6663146779303062,[0 1 1 ... 1 1 1],[0.68759571 0.65511684],"              precision    recall  f1-score   support

           0       0.80      0.66      0.72      1241
           1       0.51      0.69      0.59       653

    accuracy                           0.67      1894
   macro avg       0.66      0.67      0.65      1894
weighted avg       0.70      0.67      0.67      1894
",0.0001,0.6663146779303062,0.6663146779303062,logistic,0.33368532206969376,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.66      0.69      0.72      0.67      0.45      1241
          1       0.51      0.69      0.66      0.59      0.67      0.45       653

avg / total       0.70      0.67      0.68      0.67      0.67      0.45      1894
",False,constant,11.525263415672478,"(10,)",0.3336853220696938,0.0001,"[[ 1.35368128 -0.14946114 -0.03166623 -0.38195086  0.00590797  0.78950021]
 [ 1.14994649 -0.47789396 -0.22957728 -0.3920457  -0.46620509  0.70705916]
 [-0.75027225 -0.01905399 -0.13062176 -0.43494879  0.20500367 -0.15170174]
 ...
 [-0.21092992 -0.23639924 -0.02352247 -0.41728281 -0.7802422  -0.53459216]
 [ 3.84171607  0.03610491 -0.29666573 -0.38898301 -0.47326825  0.82173115]
 [-0.34634904 -0.26537861 -0.08527054 -0.14808561  1.40265238  0.93542935]]",0.6663146779303062,0.67135627667753,"(0.6663146779303062, 0.6663146779303062, None)",[0.65511684 0.68759571],adam,0.3169548143236528,0.6663146779303062
158,HOS,14,0,0.7615604172399623,0.6334214426845485,0.6738131699846861,0.709105560032232,0.6912341609462631,0.36840265570721215,0.6969376979936642,440,880,361,213,1241,653,0.8051235132662397,0.5493133583021224,0.709105560032232,0.6738131699846861,0.7540702656383891,0.6052269601100413,2.1739245572819135,2.3163494292271336,0.3261868300153139,0.6738131699846861,"[[880 361]
 [213 440]]","(array([0.        , 0.29089444, 1.        ]), array([0.        , 0.67381317, 1.        ]), array([2, 1, 0]))",0.9,,0.4825949765396462,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.71      0.67      0.75      0.69      0.48      1241
          1       0.55      0.67      0.71      0.61      0.69      0.47       653

avg / total       0.72      0.70      0.69      0.70      0.69      0.48      1894
",0.36840265570721215,0.6969376979936642,auto,,"(array([0.70910556, 0.67381317]), array([0.67381317, 0.70910556]), array([1241,  653]))",0.6969376979936642,0.5,0.001,0.6969376979936642,[1 0 1 ... 1 1 1],[0.67381317 0.70910556],"              precision    recall  f1-score   support

           0       0.81      0.71      0.75      1241
           1       0.55      0.67      0.61       653

    accuracy                           0.70      1894
   macro avg       0.68      0.69      0.68      1894
weighted avg       0.72      0.70      0.70      1894
",0.0001,0.6969376979936642,0.6969376979936642,logistic,0.30306230200633577,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.81      0.71      0.67      0.75      0.69      0.48      1241
          1       0.55      0.67      0.71      0.61      0.69      0.48       653

avg / total       0.72      0.70      0.69      0.70      0.69      0.48      1894
",False,constant,10.467553487513744,"(50,)",0.30306230200633577,0.0001,"[[ 1.16688757 -0.46947411 -0.22634637 -0.38930486 -0.46096336  0.70574579]
 [-0.19403426 -0.32729272 -0.09693921  3.74897066 -0.89461623 -0.19830633]
 [-0.75185397 -0.01923304 -0.12282064 -0.43246479  0.21637059 -0.1635351 ]
 ...
 [ 0.01255221 -0.355729   -0.22865133  3.16485702 -0.06837748  0.91634328]
 [-0.81058541 -0.34052006 -0.28493283 -0.43519968 -0.89752326 -0.27142312]
 [ 1.18957864 -0.05059648 -0.19551674  0.870177    0.60040097  0.02832211]]",0.6969376979936642,0.6914593650084591,"(0.6969376979936642, 0.6969376979936642, None)",[0.70910556 0.67381317],adam,0.3634060792729701,0.6969376979936642
