,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,zero_one_loss,imb_spec,hamming_loss,rec_score,accuracy,imb_report_0.3,fbeta_score,imb_sens,roc_auc_score,f1_score,imb_spec_micro,cohen_kappa_score,priors,roc_curve,log_loss,hinge_loss,prec_score,X,y,confusion_matrix,imb_sens_spec_supp_micro,pr_curve,imb_report_0.1,avg_prec_score,imb_sens_micro,imb_sens_spec_supp,matthews_corrcoef,bal_report
14,HOSbal,0,0,0.6847165740924419,0.6449335058844776,0.6778169014084507,0.6126760563380281,0.6444239179873693,0.291111254869791,0.6452464788732394,385,348,220,183,568,568,0.655367231638418,0.6363636363636364,0.6126760563380281,0.6778169014084507,0.6333030027297543,0.6564364876385337,1.9016393442622952,1.75,0.32218309859154926,0.6778169014084507,0.3547535211267606,[0.6778169  0.61267606],0.35475352112676056,0.6452464788732394,0.6452464788732394,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.61      0.68      0.63      0.64      0.41       568
          1       0.64      0.68      0.61      0.66      0.64      0.42       568

avg / total       0.65      0.65      0.65      0.64      0.64      0.42      1136
",0.6452464788732395,[0.61267606 0.6778169 ],0.6452464788732395,0.6452464788732394,0.6452464788732394,0.2904929577464789,,"(array([0.        , 0.38732394, 1.        ]), array([0.       , 0.6778169, 1.       ]), array([2, 1, 0]))",12.25290739311941,,0.6452464788732394,"[[-0.96137856 -0.7022775  -0.30936208 ...  0.50343836 -0.4864215
  -0.83515021]
 [-1.64625388  0.11257895 -0.4356932  ... -0.22098008 -0.26956892
  -0.34978942]
 [-0.27650324 -0.69519179 -0.4356932  ...  0.5839293  -0.77104051
  -0.65538696]
 ...
 [-0.60783953 -0.40219866  0.2859421  ...  1.28289576  0.22274318
  -0.05879263]
 [-0.73498159 -0.14772045  0.79532778 ...  0.14644316 -0.92602535
   1.17232106]
 [-0.12616299 -0.4453264  -0.20994073 ...  0.23487203 -0.57098085
   0.35497166]]",[0 1 1 ... 1 1 1],"[[348 220]
 [183 385]]","(0.6452464788732394, 0.6452464788732394, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.66      0.61      0.68      0.63      0.64      0.41       568
          1       0.64      0.68      0.61      0.66      0.64      0.42       568

avg / total       0.65      0.65      0.65      0.64      0.64      0.42      1136
",0.5924295774647887,0.6452464788732394,"(array([0.61267606, 0.6778169 ]), array([0.6778169 , 0.61267606]), array([568, 568]))",0.291111254869791,"              precision    recall  f1-score   support

           0       0.66      0.61      0.63       568
           1       0.64      0.68      0.66       568

    accuracy                           0.65      1136
   macro avg       0.65      0.65      0.64      1136
weighted avg       0.65      0.65      0.64      1136
"
15,HOSbal,0,1,0.6927258976393572,0.649639454867114,0.7658450704225352,0.5246478873239436,0.6338761694642259,0.299330348034212,0.6452464788732394,435,298,270,133,568,568,0.691415313225058,0.6170212765957447,0.5246478873239436,0.7658450704225352,0.5965965965965966,0.6834249803613512,2.2406015037593985,1.6111111111111112,0.23415492957746475,0.7658450704225352,0.3547535211267606,[0.76584507 0.52464789],0.35475352112676056,0.6452464788732394,0.6452464788732394,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.52      0.77      0.60      0.63      0.37       568
          1       0.62      0.77      0.52      0.68      0.63      0.43       568

avg / total       0.65      0.65      0.65      0.64      0.63      0.40      1136
",0.6452464788732395,[0.52464789 0.76584507],0.6452464788732395,0.6452464788732394,0.6452464788732394,0.2904929577464789,,"(array([0.        , 0.47535211, 1.        ]), array([0.        , 0.76584507, 1.        ]), array([2, 1, 0]))",12.252942586668272,,0.6452464788732394,"[[-0.9789647  -0.69702523 -0.30590428 ...  0.51582132 -0.47889741
  -0.80889268]
 [-1.66433592  0.12761657 -0.43482291 ... -0.2274518  -0.25924737
  -0.34020022]
 [-1.25311319 -0.08033658 -0.33168801 ... -0.1448659   0.4683434
   1.15267206]
 ...
 [ 1.06161907 -0.36556038 -0.25920546 ... -0.46585289 -0.05257978
  -0.22103577]
 [-0.32853019 -0.55543692  0.11818057 ...  0.69718826  3.24479999
   1.03712373]
 [-0.73728068 -0.20771262 -0.11132033 ...  0.53683011  0.3628529
  -0.04372791]]",[0 1 1 ... 1 1 1],"[[298 270]
 [133 435]]","(0.6452464788732394, 0.6452464788732394, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.52      0.77      0.60      0.63      0.39       568
          1       0.62      0.77      0.52      0.68      0.63      0.41       568

avg / total       0.65      0.65      0.65      0.64      0.63      0.40      1136
",0.589620167815403,0.6452464788732394,"(array([0.52464789, 0.76584507]), array([0.76584507, 0.52464789]), array([568, 568]))",0.299330348034212,"              precision    recall  f1-score   support

           0       0.69      0.52      0.60       568
           1       0.62      0.77      0.68       568

    accuracy                           0.65      1136
   macro avg       0.65      0.65      0.64      1136
weighted avg       0.65      0.65      0.64      1136
"
17,HOSbal,0,2,0.6904322059115255,0.6473021941594549,0.778169014084507,0.4894366197183099,0.6171421325943084,0.2795100094297562,0.6338028169014085,442,278,290,126,568,568,0.6881188118811881,0.6038251366120219,0.4894366197183099,0.778169014084507,0.5720164609053499,0.68,2.206349206349206,1.5241379310344827,0.221830985915493,0.778169014084507,0.3661971830985915,[0.77816901 0.48943662],0.36619718309859156,0.6338028169014085,0.6338028169014085,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.49      0.78      0.57      0.62      0.35       568
          1       0.60      0.78      0.49      0.68      0.62      0.41       568

avg / total       0.65      0.63      0.63      0.63      0.62      0.38      1136
",0.6338028169014084,[0.48943662 0.77816901],0.6338028169014085,0.6338028169014085,0.6338028169014085,0.2676056338028169,,"(array([0.        , 0.51056338, 1.        ]), array([0.        , 0.77816901, 1.        ]), array([2, 1, 0]))",12.648206746071832,,0.6338028169014085,"[[-0.97617834 -0.70867215 -0.33049123 ...  0.50215253 -0.4873796
  -0.80690573]
 [-1.65467396  0.13455016 -0.46726504 ... -0.21575107 -0.27117887
  -0.33296901]
 [-0.29768271 -0.70133978 -0.46726504 ...  0.5819196  -0.77114307
  -0.63137361]
 ...
 [ 1.05719686 -0.60595053  0.04256257 ...  0.42114417 -0.6096654
   0.19056802]
 [ 2.7386445   0.79901717  4.52856568 ... -0.56874125  0.2466505
   0.11251276]
 [ 1.04132774 -0.30927821 -0.03420463 ... -0.05621693 -0.61843451
  -0.14071944]]",[0 1 1 ... 1 1 1],"[[278 290]
 [126 442]]","(0.6338028169014085, 0.6338028169014085, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.49      0.78      0.57      0.62      0.37       568
          1       0.60      0.78      0.49      0.68      0.62      0.39       568

avg / total       0.65      0.63      0.63      0.63      0.62      0.38      1136
",0.5807935041945663,0.6338028169014085,"(array([0.48943662, 0.77816901]), array([0.77816901, 0.48943662]), array([568, 568]))",0.2795100094297562,"              precision    recall  f1-score   support

           0       0.69      0.49      0.57       568
           1       0.60      0.78      0.68       568

    accuracy                           0.63      1136
   macro avg       0.65      0.63      0.63      1136
weighted avg       0.65      0.63      0.63      1136
"
16,HOSbal,0,3,0.6903237204919659,0.649042211248777,0.7623239436619719,0.5105633802816901,0.6238707314385931,0.28196969384763937,0.636443661971831,433,290,278,135,568,568,0.6823529411764706,0.6090014064697609,0.5105633802816901,0.7623239436619719,0.5840886203423967,0.6770914777169664,2.1481481481481484,1.5575539568345325,0.23767605633802813,0.7623239436619719,0.363556338028169,[0.76232394 0.51056338],0.363556338028169,0.636443661971831,0.636443661971831,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.51      0.76      0.58      0.62      0.36       568
          1       0.61      0.76      0.51      0.68      0.62      0.42       568

avg / total       0.65      0.64      0.64      0.63      0.62      0.39      1136
",0.636443661971831,[0.51056338 0.76232394],0.636443661971831,0.636443661971831,0.636443661971831,0.272887323943662,,"(array([0.        , 0.48943662, 1.        ]), array([0.        , 0.76232394, 1.        ]), array([2, 1, 0]))",12.556986742239177,,0.636443661971831,"[[-0.97663058 -0.71539274 -0.31832    ...  0.50519359 -0.48946751
  -0.79868834]
 [-1.65988284  0.10832147 -0.45211916 ... -0.22401415 -0.27244881
  -0.32714292]
 [-0.29337832 -0.70823001 -0.45211916 ...  0.58621667 -0.77430456
  -0.62404189]
 ...
 [-0.35007732 -0.71470827  0.8847808  ...  0.54872728  0.26768754
  -0.2000155 ]
 [-0.83998013 -0.82283372  0.67507975 ...  0.76058182  1.2468411
  -0.72882976]
 [-0.14323563 -0.37985044 -0.17383947 ...  0.21986899 -0.47229851
   0.92151338]]",[0 1 1 ... 1 1 1],"[[290 278]
 [135 433]]","(0.636443661971831, 0.636443661971831, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.51      0.76      0.58      0.62      0.38       568
          1       0.61      0.76      0.51      0.68      0.62      0.40       568

avg / total       0.65      0.64      0.64      0.63      0.62      0.39      1136
",0.5830943820447296,0.636443661971831,"(array([0.51056338, 0.76232394]), array([0.76232394, 0.51056338]), array([568, 568]))",0.28196969384763937,"              precision    recall  f1-score   support

           0       0.68      0.51      0.58       568
           1       0.61      0.76      0.68       568

    accuracy                           0.64      1136
   macro avg       0.65      0.64      0.63      1136
weighted avg       0.65      0.64      0.63      1136
"
13,HOSbal,0,4,0.6884949662765324,0.6441568214287008,0.7623239436619719,0.545774647887324,0.6450248692323335,0.3155869378914938,0.6540492957746479,433,310,258,135,568,568,0.6966292134831461,0.6266280752532561,0.545774647887324,0.7623239436619719,0.6120434353405726,0.687847498014297,2.2962962962962967,1.6782945736434112,0.23767605633802813,0.7623239436619719,0.3459507042253521,[0.76232394 0.54577465],0.3459507042253521,0.6540492957746479,0.6540492957746479,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.55      0.76      0.61      0.65      0.39       568
          1       0.63      0.76      0.55      0.69      0.65      0.44       568

avg / total       0.66      0.65      0.65      0.65      0.65      0.42      1136
",0.6540492957746479,[0.54577465 0.76232394],0.654049295774648,0.6540492957746479,0.6540492957746479,0.30809859154929575,,"(array([0.        , 0.45422535, 1.        ]), array([0.        , 0.76232394, 1.        ]), array([2, 1, 0]))",11.948895615613457,,0.6540492957746479,"[[-1.67256697  0.10524541 -0.47676841 ... -0.22397715 -0.26437544
  -0.32444415]
 [-0.30549485 -0.686608   -0.47676841 ...  0.60165517 -0.77191518
  -0.62114609]
 [ 1.06157728 -0.74912274 -0.13548401 ...  0.27140224  0.06483953
  -0.55133387]
 ...
 [ 0.14360774 -0.17254223 -0.22621147 ... -0.26542418 -0.8992272
   0.50103584]
 [-0.6325866  -0.3973582  -0.34437654 ...  0.1032393  -0.78905499
  -0.50407512]
 [-1.11013317  0.99938614  0.20636418 ... -0.21455266  1.31317873
   1.58846091]]",[1 1 0 ... 1 1 1],"[[310 258]
 [135 433]]","(0.6540492957746479, 0.6540492957746479, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.55      0.76      0.61      0.65      0.41       568
          1       0.63      0.76      0.55      0.69      0.65      0.43       568

avg / total       0.66      0.65      0.65      0.65      0.65      0.42      1136
",0.5965316137053871,0.6540492957746479,"(array([0.54577465, 0.76232394]), array([0.76232394, 0.54577465]), array([568, 568]))",0.3155869378914938,"              precision    recall  f1-score   support

           0       0.70      0.55      0.61       568
           1       0.63      0.76      0.69       568

    accuracy                           0.65      1136
   macro avg       0.66      0.65      0.65      1136
weighted avg       0.66      0.65      0.65      1136
"
12,HOSbal,0,5,0.6901997371553265,0.646372601767658,0.7288732394366197,0.573943661971831,0.6467860358383789,0.30651794732530807,0.6514084507042254,414,326,242,154,568,568,0.6791666666666667,0.6310975609756098,0.573943661971831,0.7288732394366197,0.6221374045801528,0.6764705882352942,2.116883116883117,1.7107438016528926,0.27112676056338025,0.7288732394366197,0.3485915492957746,[0.72887324 0.57394366],0.3485915492957746,0.6514084507042254,0.6514084507042254,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.57      0.73      0.62      0.65      0.40       568
          1       0.63      0.73      0.57      0.68      0.65      0.44       568

avg / total       0.66      0.65      0.65      0.65      0.65      0.42      1136
",0.6514084507042254,[0.57394366 0.72887324],0.6514084507042254,0.6514084507042254,0.6514084507042254,0.30281690140845074,,"(array([0.        , 0.42605634, 1.        ]), array([0.        , 0.72887324, 1.        ]), array([2, 1, 0]))",12.040095911058748,,0.6514084507042254,"[[-0.96170595 -0.71868338 -0.30801513 ...  0.50084628 -0.47844353
  -0.82396591]
 [-1.63677974  0.12478601 -0.43842718 ... -0.21618692 -0.25998385
  -0.34907835]
 [-0.28663216 -0.71134886 -0.43842718 ...  0.58051663 -0.76517186
  -0.64808163]
 ...
 [-3.2686657  -0.16768122 -0.28918319 ... -0.20295763 -0.32933562
  -0.65544808]
 [-1.49129336 -0.66038648  0.14610291 ...  1.93285295  0.35655194
  -0.27872464]
 [ 0.72334606 -0.63637855 -0.36528426 ...  0.17177056  0.924644
   0.1236267 ]]",[0 1 1 ... 1 1 1],"[[326 242]
 [154 414]]","(0.6514084507042254, 0.6514084507042254, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.68      0.57      0.73      0.62      0.65      0.41       568
          1       0.63      0.73      0.57      0.68      0.65      0.42       568

avg / total       0.66      0.65      0.65      0.65      0.65      0.42      1136
",0.5955535039505324,0.6514084507042254,"(array([0.57394366, 0.72887324]), array([0.72887324, 0.57394366]), array([568, 568]))",0.30651794732530807,"              precision    recall  f1-score   support

           0       0.68      0.57      0.62       568
           1       0.63      0.73      0.68       568

    accuracy                           0.65      1136
   macro avg       0.66      0.65      0.65      1136
weighted avg       0.66      0.65      0.65      1136
"
10,HOSbal,0,6,0.689747197976592,0.6505583781714284,0.7147887323943662,0.5827464788732394,0.6453995792848668,0.3001634155242228,0.6487676056338029,406,331,237,162,568,568,0.6713995943204868,0.6314152410575428,0.5827464788732394,0.7147887323943662,0.6239396795475965,0.6705202312138728,2.04320987654321,1.7130801687763713,0.28521126760563376,0.7147887323943662,0.35123239436619713,[0.71478873 0.58274648],0.3512323943661972,0.6487676056338029,0.6487676056338029,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.58      0.71      0.62      0.65      0.40       568
          1       0.63      0.71      0.58      0.67      0.65      0.43       568

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1136
",0.6487676056338029,[0.58274648 0.71478873],0.6487676056338029,0.6487676056338029,0.6487676056338029,0.2975352112676056,,"(array([0.        , 0.41725352, 1.        ]), array([0.        , 0.71478873, 1.        ]), array([2, 1, 0]))",12.131303949084788,,0.6487676056338029,"[[-0.96656975 -0.69211894 -0.33419854 ...  0.5146591  -0.4891652
  -0.8046034 ]
 [-1.64750907  0.11746878 -0.47686464 ... -0.2337649  -0.26944886
  -0.33095924]
 [-0.28563044 -0.68507905 -0.47686464 ...  0.59781732 -0.77754288
  -0.62917963]
 ...
 [ 1.09964794 -0.50699318 -0.01424307 ...  0.26518443 -0.94533458
   0.19529133]
 [-0.62363414 -0.5939515  -0.27061527 ...  0.32123916  0.61469462
   0.58227693]
 [ 0.73084212  0.90856965 -0.46517555 ...  0.54020941  0.80787852
   0.83349921]]",[0 1 1 ... 1 1 1],"[[331 237]
 [162 406]]","(0.6487676056338029, 0.6487676056338029, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.58      0.71      0.62      0.65      0.41       568
          1       0.63      0.71      0.58      0.67      0.65      0.42       568

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1136
",0.593934133572821,0.6487676056338029,"(array([0.58274648, 0.71478873]), array([0.71478873, 0.58274648]), array([568, 568]))",0.3001634155242228,"              precision    recall  f1-score   support

           0       0.67      0.58      0.62       568
           1       0.63      0.71      0.67       568

    accuracy                           0.65      1136
   macro avg       0.65      0.65      0.65      1136
weighted avg       0.65      0.65      0.65      1136
"
11,HOSbal,0,7,0.690580985915493,0.6489073319330719,0.7799295774647887,0.49471830985915494,0.6211645855749869,0.28654982760063796,0.6373239436619719,443,281,287,125,568,568,0.6921182266009852,0.6068493150684932,0.49471830985915494,0.7799295774647887,0.5770020533880904,0.6825885978428351,2.248,1.5435540069686413,0.22007042253521125,0.7799295774647887,0.36267605633802813,[0.77992958 0.49471831],0.3626760563380282,0.6373239436619719,0.6373239436619719,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.49      0.78      0.58      0.62      0.35       568
          1       0.61      0.78      0.49      0.68      0.62      0.42       568

avg / total       0.65      0.64      0.64      0.63      0.62      0.39      1136
",0.6373239436619719,[0.49471831 0.77992958],0.6373239436619719,0.6373239436619719,0.6373239436619719,0.27464788732394363,,"(array([0.        , 0.50528169, 1.        ]), array([0.        , 0.77992958, 1.        ]), array([2, 1, 0]))",12.526589224617664,,0.6373239436619719,"[[-0.94912129 -0.7050547  -0.32221328 ...  0.51123117 -0.49333962
  -0.81968329]
 [-1.62834009  0.12021903 -0.45853752 ... -0.23180699 -0.27947511
  -0.34473363]
 [-0.26990249 -0.69787841 -0.45853752 ...  0.59379097 -0.77403679
  -0.643776  ]
 ...
 [ 0.10134758 -0.65978448 -0.31934978 ... -0.18826615 -0.53042025
   0.25178175]
 [ 0.00547623 -0.50280226 -0.07584186 ...  0.01699407 -0.50407295
  -0.34162674]
 [-0.55419149 -0.29500743 -0.37550365 ... -0.06477275  1.04346439
   1.14236822]]",[0 1 1 ... 1 1 1],"[[281 287]
 [125 443]]","(0.6373239436619719, 0.6373239436619719, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.49      0.78      0.58      0.62      0.37       568
          1       0.61      0.78      0.49      0.68      0.62      0.40       568

avg / total       0.65      0.64      0.64      0.63      0.62      0.39      1136
",0.5833349411537719,0.6373239436619719,"(array([0.49471831, 0.77992958]), array([0.77992958, 0.49471831]), array([568, 568]))",0.28654982760063796,"              precision    recall  f1-score   support

           0       0.69      0.49      0.58       568
           1       0.61      0.78      0.68       568

    accuracy                           0.64      1136
   macro avg       0.65      0.64      0.63      1136
weighted avg       0.65      0.64      0.63      1136
"
19,HOSbal,0,8,0.6904353054949415,0.6476538899343749,0.772887323943662,0.5140845070422535,0.6303407006760582,0.2970937636786128,0.6434859154929577,439,292,276,129,568,568,0.6935866983372921,0.6139860139860139,0.5140845070422535,0.772887323943662,0.5904954499494438,0.6843335931410756,2.2635658914728682,1.5905797101449275,0.227112676056338,0.772887323943662,0.35651408450704225,[0.77288732 0.51408451],0.35651408450704225,0.6434859154929577,0.6434859154929577,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.51      0.77      0.59      0.63      0.37       568
          1       0.61      0.77      0.51      0.68      0.63      0.43       568

avg / total       0.65      0.64      0.64      0.64      0.63      0.40      1136
",0.6434859154929577,[0.51408451 0.77288732],0.6434859154929577,0.6434859154929577,0.6434859154929577,0.2869718309859155,,"(array([0.        , 0.48591549, 1.        ]), array([0.        , 0.77288732, 1.        ]), array([2, 1, 0]))",12.313754514814754,,0.6434859154929577,"[[-0.96126784 -0.7014075  -0.32486557 ...  0.50929837 -0.49960031
  -0.80706343]
 [-1.64003971  0.11280218 -0.46188835 ... -0.22542784 -0.27730754
  -0.33346526]
 [-0.28249597 -0.69432742 -0.46188835 ...  0.59093461 -0.79135956
  -0.6316567 ]
 ...
 [ 0.04285648  0.10801639 -0.30807594 ...  0.39528307  0.64450379
   1.04828083]
 [ 0.85463763  1.0439526  -0.30116884 ... -0.0952914   2.85186508
  -0.26083892]
 [-0.37522569 -0.59849536 -0.2786428  ... -0.02334587 -0.73730428
  -0.29992017]]",[0 1 1 ... 1 1 1],"[[292 276]
 [129 439]]","(0.6434859154929577, 0.6434859154929577, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.69      0.51      0.77      0.59      0.63      0.39       568
          1       0.61      0.77      0.51      0.68      0.63      0.41       568

avg / total       0.65      0.64      0.64      0.64      0.63      0.40      1136
",0.5880983453166551,0.6434859154929577,"(array([0.51408451, 0.77288732]), array([0.77288732, 0.51408451]), array([568, 568]))",0.2970937636786128,"              precision    recall  f1-score   support

           0       0.69      0.51      0.59       568
           1       0.61      0.77      0.68       568

    accuracy                           0.64      1136
   macro avg       0.65      0.64      0.64      1136
weighted avg       0.65      0.64      0.64      1136
"
18,HOSbal,0,9,0.6905902846657408,0.6454277655452314,0.7816901408450704,0.522887323943662,0.6393245387904511,0.31532037494723936,0.6522887323943662,444,297,271,124,568,568,0.7054631828978623,0.620979020979021,0.522887323943662,0.7816901408450704,0.6006066734074824,0.6921278254091972,2.3951612903225805,1.6383763837638377,0.21830985915492962,0.7816901408450704,0.34771126760563376,[0.78169014 0.52288732],0.3477112676056338,0.6522887323943662,0.6522887323943662,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.52      0.78      0.60      0.64      0.38       568
          1       0.62      0.78      0.52      0.69      0.64      0.44       568

avg / total       0.66      0.65      0.65      0.65      0.64      0.41      1136
",0.6522887323943662,[0.52288732 0.78169014],0.6522887323943662,0.6522887323943662,0.6522887323943662,0.3045774647887324,,"(array([0.        , 0.47711268, 1.        ]), array([0.        , 0.78169014, 1.        ]), array([2, 1, 0]))",12.009712470856782,,0.6522887323943662,"[[-0.98672069 -0.7101324  -0.31248474 ...  0.50679981 -0.47356069
  -0.8009156 ]
 [-0.30504291 -0.70285969 -0.43846424 ...  0.58791027 -0.76409283
  -0.62639903]
 [-1.2593918  -0.08467937 -0.33768064 ... -0.14208386  0.48104491
   1.17112157]
 ...
 [-0.63178298  0.70513071  0.08391644 ...  1.20497255  0.46237249
  -0.14783654]
 [ 1.22008115 -0.52104195 -0.43846424 ... -0.0609734  -0.85082449
  -1.22092926]
 [-1.62940055  0.89818499  0.01627285 ...  0.32156475 -0.49106588
   0.25844234]]",[0 1 1 ... 1 1 1],"[[297 271]
 [124 444]]","(0.6522887323943662, 0.6522887323943662, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.52      0.78      0.60      0.64      0.40       568
          1       0.62      0.78      0.52      0.69      0.64      0.42       568

avg / total       0.66      0.65      0.65      0.65      0.64      0.41      1136
",0.5945681079483897,0.6522887323943662,"(array([0.52288732, 0.78169014]), array([0.78169014, 0.52288732]), array([568, 568]))",0.31532037494723936,"              precision    recall  f1-score   support

           0       0.71      0.52      0.60       568
           1       0.62      0.78      0.69       568

    accuracy                           0.65      1136
   macro avg       0.66      0.65      0.65      1136
weighted avg       0.66      0.65      0.65      1136
"
